160 351
1 2 2
1 3 4
1 4 5
1 5 4
2 3 4
2 4 4
2 5 4
3 4 2
3 5 5
4 5 4
5 6 5
6 7 5
6 8 4
6 9 4
6 10 1
7 8 4
7 9 4
7 10 4
8 9 1
8 10 1
9 10 4
10 11 2
11 12 1
11 13 1
11 14 4
11 15 4
12 13 5
12 14 1
12 15 4
13 14 1
13 15 1
14 15 2
15 16 5
16 17 3
16 18 1
16 19 4
16 20 2
17 18 3
17 19 3
17 20 2
18 19 4
18 20 1
19 20 3
20 21 5
21 22 3
21 23 3
21 24 1
21 25 1
22 23 4
22 24 2
22 25 1
23 24 5
23 25 4
24 25 1
25 26 4
26 27 2
26 28 3
26 29 4
26 30 4
27 28 3
27 29 1
27 30 2
28 29 2
28 30 3
29 30 5
30 31 4
31 32 2
31 33 3
31 34 1
31 35 5
32 33 4
32 34 4
32 35 5
33 34 1
33 35 1
34 35 1
35 36 4
36 37 4
36 38 2
36 39 3
36 40 5
37 38 1
37 39 1
37 40 3
38 39 3
38 40 2
39 40 5
40 41 2
41 42 3
41 43 5
41 44 5
41 45 2
42 43 5
42 44 2
42 45 5
43 44 1
43 45 4
44 45 1
45 46 2
46 47 2
46 48 5
46 49 5
46 50 4
47 48 2
47 49 2
47 50 1
48 49 3
48 50 3
49 50 4
50 51 1
51 52 3
51 53 1
51 54 5
51 55 3
52 53 3
52 54 1
52 55 1
53 54 5
53 55 2
54 55 4
55 56 2
56 57 3
56 58 2
56 59 4
56 60 5
57 58 4
57 59 3
57 60 1
58 59 3
58 60 2
59 60 5
60 61 5
61 62 2
61 63 4
61 64 1
61 65 5
62 63 1
62 64 4
62 65 5
63 64 2
63 65 5
64 65 5
65 66 1
66 67 3
66 68 4
66 69 1
66 70 2
67 68 3
67 69 1
67 70 5
68 69 1
68 70 3
69 70 1
70 71 4
71 72 2
71 73 1
71 74 1
71 75 3
72 73 5
72 74 5
72 75 4
73 74 1
73 75 1
74 75 3
75 76 2
76 77 2
76 78 3
76 79 4
76 80 2
77 78 3
77 79 3
77 80 1
78 79 2
78 80 4
79 80 5
80 81 5
81 82 2
81 83 5
81 84 5
81 85 5
82 83 2
82 84 5
82 85 4
83 84 3
83 85 2
84 85 1
85 86 2
86 87 2
86 88 4
86 89 4
86 90 2
87 88 1
87 89 4
87 90 3
88 89 4
88 90 2
89 90 2
90 91 5
91 92 3
91 93 1
91 94 2
91 95 4
92 93 5
92 94 1
92 95 1
93 94 1
93 95 1
94 95 5
95 96 1
96 97 1
96 98 5
96 99 4
96 100 1
97 98 1
97 99 5
97 100 4
98 99 5
98 100 2
99 100 1
100 101 3
101 102 3
101 103 3
101 104 4
101 105 1
102 103 1
102 104 3
102 105 5
103 104 5
103 105 1
104 105 2
105 106 4
106 107 2
106 108 3
106 109 4
106 110 3
107 108 2
107 109 2
107 110 5
108 109 4
108 110 1
109 110 2
110 111 4
111 112 1
111 113 2
111 114 4
111 115 1
112 113 3
112 114 2
112 115 2
113 114 5
113 115 4
114 115 5
115 116 4
116 117 4
116 118 5
116 119 5
116 120 2
117 118 2
117 119 3
117 120 2
118 119 1
118 120 5
119 120 1
120 121 5
121 122 3
121 123 4
121 124 2
121 125 5
122 123 3
122 124 1
122 125 3
123 124 1
123 125 5
124 125 4
125 126 1
126 127 4
126 128 1
126 129 5
126 130 5
127 128 2
127 129 1
127 130 4
128 129 2
128 130 2
129 130 1
130 131 5
131 132 3
131 133 1
131 134 2
131 135 4
132 133 4
132 134 1
132 135 3
133 134 1
133 135 1
134 135 2
135 136 3
136 137 3
136 138 5
136 139 2
136 140 1
137 138 5
137 139 5
137 140 2
138 139 3
138 140 3
139 140 4
140 141 1
141 142 2
141 143 1
141 144 5
141 145 3
142 143 3
142 144 2
142 145 3
143 144 3
143 145 3
144 145 2
145 146 5
146 147 2
146 148 2
146 149 3
146 150 3
147 148 4
147 149 5
147 150 3
148 149 2
148 150 2
149 150 1
150 151 4
151 152 1
151 153 1
151 154 5
151 155 2
152 153 1
152 154 3
152 155 5
153 154 5
153 155 1
154 155 1
155 156 4
156 157 2
156 158 5
156 159 4
156 160 1
157 158 5
157 159 4
157 160 4
158 159 3
158 160 4
159 160 4
