160 351
1 2 3
1 3 4
1 4 2
1 5 4
2 3 5
2 4 5
2 5 1
3 4 2
3 5 4
4 5 2
5 6 4
6 7 1
6 8 4
6 9 1
6 10 1
7 8 4
7 9 2
7 10 1
8 9 2
8 10 4
9 10 2
10 11 4
11 12 4
11 13 2
11 14 2
11 15 5
12 13 2
12 14 2
12 15 3
13 14 1
13 15 2
14 15 2
15 16 5
16 17 2
16 18 5
16 19 2
16 20 2
17 18 5
17 19 2
17 20 3
18 19 4
18 20 4
19 20 3
20 21 3
21 22 5
21 23 3
21 24 1
21 25 4
22 23 3
22 24 4
22 25 2
23 24 5
23 25 5
24 25 3
25 26 4
26 27 5
26 28 4
26 29 5
26 30 2
27 28 4
27 29 5
27 30 1
28 29 5
28 30 5
29 30 4
30 31 1
31 32 5
31 33 4
31 34 1
31 35 1
32 33 1
32 34 3
32 35 1
33 34 5
33 35 5
34 35 4
35 36 5
36 37 5
36 38 5
36 39 2
36 40 3
37 38 4
37 39 1
37 40 3
38 39 2
38 40 3
39 40 1
40 41 4
41 42 3
41 43 4
41 44 5
41 45 5
42 43 4
42 44 1
42 45 3
43 44 4
43 45 3
44 45 1
45 46 1
46 47 4
46 48 3
46 49 5
46 50 5
47 48 1
47 49 5
47 50 5
48 49 1
48 50 4
49 50 2
50 51 3
51 52 3
51 53 4
51 54 4
51 55 1
52 53 1
52 54 4
52 55 1
53 54 5
53 55 5
54 55 4
55 56 1
56 57 3
56 58 3
56 59 1
56 60 2
57 58 3
57 59 3
57 60 3
58 59 1
58 60 1
59 60 2
60 61 2
61 62 3
61 63 3
61 64 1
61 65 2
62 63 2
62 64 2
62 65 1
63 64 1
63 65 3
64 65 4
65 66 1
66 67 3
66 68 4
66 69 1
66 70 3
67 68 2
67 69 3
67 70 3
68 69 2
68 70 1
69 70 2
70 71 3
71 72 2
71 73 1
71 74 5
71 75 2
72 73 1
72 74 4
72 75 4
73 74 4
73 75 2
74 75 1
75 76 5
76 77 2
76 78 5
76 79 2
76 80 2
77 78 4
77 79 5
77 80 3
78 79 4
78 80 2
79 80 4
80 81 5
81 82 1
81 83 1
81 84 1
81 85 3
82 83 3
82 84 3
82 85 4
83 84 4
83 85 1
84 85 2
85 86 5
86 87 4
86 88 5
86 89 5
86 90 4
87 88 3
87 89 1
87 90 5
88 89 1
88 90 2
89 90 3
90 91 3
91 92 1
91 93 4
91 94 1
91 95 5
92 93 5
92 94 1
92 95 2
93 94 2
93 95 5
94 95 4
95 96 1
96 97 4
96 98 2
96 99 4
96 100 1
97 98 2
97 99 4
97 100 1
98 99 3
98 100 5
99 100 5
100 101 2
101 102 2
101 103 3
101 104 4
101 105 2
102 103 1
102 104 3
102 105 5
103 104 3
103 105 4
104 105 4
105 106 5
106 107 1
106 108 1
106 109 4
106 110 2
107 108 5
107 109 4
107 110 2
108 109 1
108 110 2
109 110 1
110 111 3
111 112 2
111 113 5
111 114 2
111 115 4
112 113 1
112 114 3
112 115 4
113 114 4
113 115 2
114 115 4
115 116 2
116 117 2
116 118 2
116 119 4
116 120 4
117 118 5
117 119 4
117 120 5
118 119 5
118 120 4
119 120 5
120 121 5
121 122 5
121 123 4
121 124 1
121 125 1
122 123 3
122 124 4
122 125 4
123 124 1
123 125 3
124 125 3
125 126 4
126 127 4
126 128 4
126 129 1
126 130 5
127 128 3
127 129 5
127 130 4
128 129 1
128 130 5
129 130 1
130 131 5
131 132 1
131 133 2
131 134 4
131 135 1
132 133 3
132 134 4
132 135 2
133 134 4
133 135 1
134 135 2
135 136 5
136 137 2
136 138 5
136 139 3
136 140 2
137 138 5
137 139 4
137 140 2
138 139 3
138 140 2
139 140 4
140 141 1
141 142 3
141 143 4
141 144 5
141 145 4
142 143 4
142 144 2
142 145 1
143 144 3
143 145 5
144 145 3
145 146 3
146 147 5
146 148 4
146 149 3
146 150 2
147 148 5
147 149 3
147 150 2
148 149 2
148 150 1
149 150 5
150 151 2
151 152 5
151 153 3
151 154 4
151 155 4
152 153 5
152 154 1
152 155 3
153 154 5
153 155 5
154 155 2
155 156 1
156 157 5
156 158 4
156 159 2
156 160 5
157 158 4
157 159 3
157 160 5
158 159 5
158 160 2
159 160 1
