80 175
1 2 5
1 3 4
1 4 3
1 5 4
2 3 2
2 4 3
2 5 2
3 4 5
3 5 1
4 5 5
5 6 5
6 7 3
6 8 5
6 9 1
6 10 5
7 8 1
7 9 4
7 10 4
8 9 3
8 10 3
9 10 5
10 11 3
11 12 1
11 13 5
11 14 5
11 15 4
12 13 1
12 14 5
12 15 3
13 14 4
13 15 2
14 15 3
15 16 5
16 17 2
16 18 1
16 19 3
16 20 4
17 18 3
17 19 4
17 20 5
18 19 4
18 20 3
19 20 4
20 21 2
21 22 2
21 23 3
21 24 5
21 25 2
22 23 2
22 24 2
22 25 1
23 24 3
23 25 3
24 25 2
25 26 4
26 27 3
26 28 2
26 29 4
26 30 5
27 28 4
27 29 1
27 30 4
28 29 5
28 30 4
29 30 5
30 31 1
31 32 5
31 33 1
31 34 1
31 35 4
32 33 5
32 34 4
32 35 1
33 34 3
33 35 3
34 35 1
35 36 1
36 37 2
36 38 3
36 39 3
36 40 4
37 38 5
37 39 5
37 40 1
38 39 5
38 40 5
39 40 5
40 41 3
41 42 1
41 43 3
41 44 2
41 45 2
42 43 2
42 44 5
42 45 3
43 44 3
43 45 2
44 45 5
45 46 4
46 47 3
46 48 4
46 49 1
46 50 5
47 48 5
47 49 4
47 50 4
48 49 4
48 50 1
49 50 1
50 51 1
51 52 3
51 53 5
51 54 5
51 55 3
52 53 5
52 54 5
52 55 2
53 54 5
53 55 5
54 55 4
55 56 4
56 57 4
56 58 3
56 59 4
56 60 1
57 58 2
57 59 1
57 60 3
58 59 2
58 60 1
59 60 3
60 61 2
61 62 2
61 63 5
61 64 1
61 65 4
62 63 5
62 64 5
62 65 4
63 64 4
63 65 5
64 65 3
65 66 1
66 67 1
66 68 1
66 69 3
66 70 5
67 68 3
67 69 1
67 70 1
68 69 1
68 70 1
69 70 2
70 71 4
71 72 5
71 73 5
71 74 3
71 75 5
72 73 3
72 74 1
72 75 2
73 74 4
73 75 1
74 75 5
75 76 2
76 77 1
76 78 2
76 79 4
76 80 3
77 78 1
77 79 5
77 80 5
78 79 5
78 80 2
79 80 4
