40 87
1 2 4
1 3 2
1 4 5
1 5 4
2 3 1
2 4 2
2 5 5
3 4 5
3 5 3
4 5 3
5 6 5
6 7 2
6 8 1
6 9 2
6 10 3
7 8 4
7 9 1
7 10 2
8 9 2
8 10 4
9 10 4
10 11 3
11 12 3
11 13 3
11 14 4
11 15 1
12 13 3
12 14 4
12 15 2
13 14 4
13 15 4
14 15 4
15 16 1
16 17 1
16 18 2
16 19 4
16 20 4
17 18 1
17 19 4
17 20 3
18 19 3
18 20 4
19 20 5
20 21 5
21 22 2
21 23 2
21 24 5
21 25 5
22 23 1
22 24 1
22 25 2
23 24 3
23 25 5
24 25 1
25 26 3
26 27 4
26 28 3
26 29 4
26 30 5
27 28 3
27 29 4
27 30 1
28 29 4
28 30 5
29 30 1
30 31 5
31 32 5
31 33 4
31 34 5
31 35 4
32 33 2
32 34 3
32 35 2
33 34 4
33 35 3
34 35 2
35 36 2
36 37 2
36 38 4
36 39 3
36 40 1
37 38 1
37 39 5
37 40 1
38 39 2
38 40 2
39 40 2
