40 87
1 2 1
1 3 3
1 4 5
1 5 2
2 3 5
2 4 5
2 5 1
3 4 3
3 5 1
4 5 5
5 6 3
6 7 1
6 8 3
6 9 1
6 10 4
7 8 4
7 9 5
7 10 3
8 9 2
8 10 1
9 10 1
10 11 2
11 12 3
11 13 2
11 14 1
11 15 2
12 13 2
12 14 3
12 15 5
13 14 5
13 15 2
14 15 5
15 16 2
16 17 3
16 18 5
16 19 5
16 20 2
17 18 1
17 19 5
17 20 4
18 19 3
18 20 4
19 20 4
20 21 3
21 22 3
21 23 1
21 24 4
21 25 2
22 23 3
22 24 2
22 25 4
23 24 3
23 25 5
24 25 1
25 26 1
26 27 2
26 28 4
26 29 5
26 30 5
27 28 2
27 29 5
27 30 5
28 29 5
28 30 2
29 30 1
30 31 2
31 32 2
31 33 2
31 34 4
31 35 3
32 33 5
32 34 1
32 35 4
33 34 5
33 35 4
34 35 2
35 36 3
36 37 3
36 38 3
36 39 5
36 40 2
37 38 4
37 39 2
37 40 3
38 39 4
38 40 4
39 40 5
