160 351
1 2 2
1 3 2
1 4 5
1 5 5
2 3 5
2 4 1
2 5 4
3 4 1
3 5 5
4 5 1
5 6 5
6 7 3
6 8 1
6 9 5
6 10 3
7 8 4
7 9 3
7 10 3
8 9 5
8 10 5
9 10 4
10 11 4
11 12 1
11 13 4
11 14 3
11 15 1
12 13 2
12 14 1
12 15 4
13 14 5
13 15 3
14 15 1
15 16 2
16 17 5
16 18 4
16 19 1
16 20 1
17 18 4
17 19 2
17 20 2
18 19 5
18 20 2
19 20 2
20 21 4
21 22 2
21 23 3
21 24 5
21 25 5
22 23 5
22 24 3
22 25 3
23 24 5
23 25 1
24 25 4
25 26 1
26 27 3
26 28 5
26 29 1
26 30 5
27 28 4
27 29 5
27 30 3
28 29 3
28 30 5
29 30 3
30 31 4
31 32 2
31 33 2
31 34 2
31 35 3
32 33 4
32 34 1
32 35 5
33 34 4
33 35 4
34 35 3
35 36 1
36 37 1
36 38 3
36 39 1
36 40 3
37 38 3
37 39 3
37 40 3
38 39 4
38 40 3
39 40 1
40 41 1
41 42 4
41 43 5
41 44 3
41 45 5
42 43 1
42 44 1
42 45 1
43 44 4
43 45 5
44 45 3
45 46 3
46 47 3
46 48 2
46 49 4
46 50 3
47 48 5
47 49 2
47 50 5
48 49 4
48 50 1
49 50 4
50 51 1
51 52 5
51 53 3
51 54 1
51 55 2
52 53 1
52 54 2
52 55 3
53 54 4
53 55 1
54 55 3
55 56 3
56 57 1
56 58 5
56 59 1
56 60 1
57 58 3
57 59 4
57 60 3
58 59 1
58 60 1
59 60 3
60 61 4
61 62 4
61 63 3
61 64 2
61 65 2
62 63 1
62 64 4
62 65 1
63 64 1
63 65 1
64 65 3
65 66 2
66 67 3
66 68 4
66 69 3
66 70 4
67 68 3
67 69 1
67 70 5
68 69 4
68 70 5
69 70 3
70 71 4
71 72 2
71 73 4
71 74 5
71 75 2
72 73 5
72 74 2
72 75 5
73 74 1
73 75 5
74 75 2
75 76 2
76 77 3
76 78 2
76 79 3
76 80 3
77 78 5
77 79 1
77 80 5
78 79 5
78 80 1
79 80 5
80 81 1
81 82 2
81 83 5
81 84 4
81 85 2
82 83 4
82 84 3
82 85 2
83 84 1
83 85 3
84 85 2
85 86 5
86 87 2
86 88 4
86 89 3
86 90 1
87 88 4
87 89 2
87 90 2
88 89 1
88 90 4
89 90 3
90 91 5
91 92 1
91 93 5
91 94 5
91 95 5
92 93 1
92 94 4
92 95 1
93 94 5
93 95 5
94 95 5
95 96 2
96 97 2
96 98 4
96 99 4
96 100 1
97 98 2
97 99 1
97 100 3
98 99 5
98 100 3
99 100 3
100 101 3
101 102 5
101 103 5
101 104 4
101 105 5
102 103 5
102 104 1
102 105 4
103 104 5
103 105 3
104 105 2
105 106 2
106 107 5
106 108 5
106 109 5
106 110 3
107 108 4
107 109 3
107 110 5
108 109 2
108 110 2
109 110 4
110 111 1
111 112 3
111 113 3
111 114 5
111 115 2
112 113 1
112 114 4
112 115 5
113 114 3
113 115 1
114 115 4
115 116 3
116 117 2
116 118 5
116 119 2
116 120 3
117 118 1
117 119 3
117 120 4
118 119 4
118 120 3
119 120 4
120 121 1
121 122 3
121 123 5
121 124 4
121 125 5
122 123 4
122 124 4
122 125 5
123 124 3
123 125 2
124 125 4
125 126 4
126 127 5
126 128 5
126 129 2
126 130 1
127 128 3
127 129 5
127 130 3
128 129 1
128 130 2
129 130 1
130 131 1
131 132 1
131 133 3
131 134 4
131 135 5
132 133 4
132 134 4
132 135 2
133 134 1
133 135 3
134 135 2
135 136 4
136 137 5
136 138 1
136 139 2
136 140 5
137 138 4
137 139 1
137 140 2
138 139 3
138 140 3
139 140 1
140 141 2
141 142 3
141 143 1
141 144 3
141 145 1
142 143 4
142 144 3
142 145 4
143 144 5
143 145 2
144 145 3
145 146 3
146 147 4
146 148 2
146 149 4
146 150 1
147 148 2
147 149 4
147 150 2
148 149 1
148 150 5
149 150 2
150 151 4
151 152 3
151 153 3
151 154 4
151 155 5
152 153 4
152 154 3
152 155 1
153 154 1
153 155 3
154 155 5
155 156 2
156 157 4
156 158 5
156 159 3
156 160 5
157 158 2
157 159 5
157 160 2
158 159 5
158 160 3
159 160 3
