40 87
1 2 2
1 3 3
1 4 4
1 5 4
2 3 2
2 4 4
2 5 5
3 4 2
3 5 3
4 5 1
5 6 1
6 7 2
6 8 1
6 9 3
6 10 1
7 8 5
7 9 3
7 10 1
8 9 1
8 10 2
9 10 5
10 11 2
11 12 5
11 13 1
11 14 2
11 15 3
12 13 3
12 14 1
12 15 2
13 14 3
13 15 2
14 15 2
15 16 5
16 17 3
16 18 1
16 19 3
16 20 4
17 18 5
17 19 2
17 20 2
18 19 4
18 20 1
19 20 4
20 21 5
21 22 2
21 23 3
21 24 1
21 25 3
22 23 2
22 24 3
22 25 2
23 24 4
23 25 3
24 25 4
25 26 4
26 27 5
26 28 3
26 29 2
26 30 5
27 28 5
27 29 4
27 30 4
28 29 5
28 30 5
29 30 3
30 31 1
31 32 1
31 33 4
31 34 4
31 35 3
32 33 2
32 34 3
32 35 4
33 34 3
33 35 4
34 35 1
35 36 5
36 37 2
36 38 5
36 39 5
36 40 3
37 38 2
37 39 3
37 40 1
38 39 3
38 40 2
39 40 5
