80 175
1 2 5
1 3 5
1 4 4
1 5 5
2 3 3
2 4 5
2 5 3
3 4 3
3 5 2
4 5 4
5 6 4
6 7 1
6 8 2
6 9 3
6 10 4
7 8 1
7 9 1
7 10 3
8 9 4
8 10 1
9 10 3
10 11 1
11 12 2
11 13 5
11 14 2
11 15 2
12 13 5
12 14 1
12 15 3
13 14 5
13 15 3
14 15 2
15 16 4
16 17 2
16 18 5
16 19 1
16 20 2
17 18 1
17 19 1
17 20 3
18 19 1
18 20 4
19 20 2
20 21 1
21 22 2
21 23 3
21 24 2
21 25 5
22 23 5
22 24 5
22 25 5
23 24 1
23 25 4
24 25 1
25 26 5
26 27 5
26 28 5
26 29 5
26 30 3
27 28 4
27 29 1
27 30 5
28 29 2
28 30 5
29 30 3
30 31 1
31 32 5
31 33 1
31 34 5
31 35 4
32 33 3
32 34 5
32 35 5
33 34 4
33 35 5
34 35 2
35 36 5
36 37 1
36 38 4
36 39 1
36 40 4
37 38 5
37 39 5
37 40 2
38 39 3
38 40 4
39 40 3
40 41 2
41 42 1
41 43 3
41 44 2
41 45 5
42 43 2
42 44 4
42 45 3
43 44 2
43 45 1
44 45 2
45 46 4
46 47 5
46 48 3
46 49 2
46 50 5
47 48 4
47 49 2
47 50 4
48 49 5
48 50 1
49 50 2
50 51 5
51 52 1
51 53 5
51 54 5
51 55 4
52 53 5
52 54 3
52 55 5
53 54 3
53 55 2
54 55 5
55 56 4
56 57 2
56 58 1
56 59 5
56 60 1
57 58 5
57 59 2
57 60 1
58 59 1
58 60 1
59 60 1
60 61 1
61 62 3
61 63 5
61 64 2
61 65 3
62 63 4
62 64 4
62 65 4
63 64 1
63 65 5
64 65 3
65 66 2
66 67 3
66 68 3
66 69 3
66 70 5
67 68 5
67 69 3
67 70 2
68 69 5
68 70 5
69 70 4
70 71 3
71 72 1
71 73 1
71 74 5
71 75 5
72 73 5
72 74 5
72 75 2
73 74 2
73 75 2
74 75 1
75 76 3
76 77 4
76 78 4
76 79 4
76 80 4
77 78 2
77 79 4
77 80 3
78 79 3
78 80 3
79 80 5
