80 175
1 2 2
1 3 1
1 4 5
1 5 5
2 3 5
2 4 1
2 5 5
3 4 3
3 5 1
4 5 1
5 6 5
6 7 2
6 8 5
6 9 2
6 10 5
7 8 5
7 9 2
7 10 5
8 9 2
8 10 5
9 10 1
10 11 2
11 12 4
11 13 3
11 14 5
11 15 5
12 13 4
12 14 5
12 15 5
13 14 3
13 15 1
14 15 1
15 16 5
16 17 5
16 18 3
16 19 1
16 20 1
17 18 2
17 19 1
17 20 5
18 19 5
18 20 5
19 20 4
20 21 4
21 22 4
21 23 5
21 24 1
21 25 2
22 23 5
22 24 4
22 25 1
23 24 3
23 25 1
24 25 4
25 26 5
26 27 5
26 28 3
26 29 2
26 30 1
27 28 3
27 29 1
27 30 3
28 29 3
28 30 5
29 30 2
30 31 2
31 32 3
31 33 5
31 34 3
31 35 4
32 33 4
32 34 4
32 35 2
33 34 4
33 35 1
34 35 4
35 36 3
36 37 1
36 38 3
36 39 5
36 40 2
37 38 5
37 39 2
37 40 2
38 39 2
38 40 2
39 40 1
40 41 3
41 42 5
41 43 4
41 44 4
41 45 1
42 43 4
42 44 4
42 45 1
43 44 1
43 45 2
44 45 2
45 46 3
46 47 2
46 48 1
46 49 5
46 50 2
47 48 4
47 49 4
47 50 4
48 49 5
48 50 3
49 50 4
50 51 5
51 52 3
51 53 1
51 54 2
51 55 1
52 53 5
52 54 5
52 55 4
53 54 5
53 55 1
54 55 4
55 56 2
56 57 3
56 58 3
56 59 1
56 60 3
57 58 2
57 59 2
57 60 3
58 59 1
58 60 1
59 60 5
60 61 3
61 62 2
61 63 5
61 64 2
61 65 3
62 63 4
62 64 3
62 65 5
63 64 4
63 65 3
64 65 2
65 66 5
66 67 1
66 68 2
66 69 3
66 70 2
67 68 5
67 69 2
67 70 3
68 69 4
68 70 1
69 70 1
70 71 3
71 72 1
71 73 3
71 74 3
71 75 4
72 73 5
72 74 4
72 75 3
73 74 1
73 75 1
74 75 4
75 76 1
76 77 4
76 78 1
76 79 3
76 80 3
77 78 5
77 79 2
77 80 1
78 79 4
78 80 4
79 80 5
