80 175
1 2 5
1 3 1
1 4 2
1 5 4
2 3 2
2 4 3
2 5 2
3 4 4
3 5 4
4 5 2
5 6 4
6 7 3
6 8 3
6 9 4
6 10 3
7 8 1
7 9 1
7 10 4
8 9 5
8 10 4
9 10 3
10 11 4
11 12 4
11 13 4
11 14 3
11 15 4
12 13 2
12 14 2
12 15 2
13 14 4
13 15 5
14 15 4
15 16 5
16 17 5
16 18 3
16 19 1
16 20 2
17 18 5
17 19 4
17 20 3
18 19 1
18 20 3
19 20 2
20 21 4
21 22 3
21 23 3
21 24 2
21 25 1
22 23 2
22 24 4
22 25 5
23 24 5
23 25 2
24 25 4
25 26 3
26 27 5
26 28 1
26 29 2
26 30 1
27 28 1
27 29 3
27 30 5
28 29 5
28 30 2
29 30 5
30 31 3
31 32 2
31 33 4
31 34 5
31 35 2
32 33 1
32 34 2
32 35 5
33 34 3
33 35 1
34 35 1
35 36 1
36 37 1
36 38 3
36 39 5
36 40 2
37 38 2
37 39 3
37 40 1
38 39 5
38 40 1
39 40 3
40 41 1
41 42 4
41 43 2
41 44 3
41 45 3
42 43 4
42 44 5
42 45 4
43 44 5
43 45 3
44 45 2
45 46 4
46 47 2
46 48 2
46 49 4
46 50 5
47 48 2
47 49 4
47 50 1
48 49 1
48 50 5
49 50 5
50 51 3
51 52 2
51 53 3
51 54 2
51 55 4
52 53 3
52 54 3
52 55 3
53 54 5
53 55 4
54 55 2
55 56 1
56 57 2
56 58 1
56 59 3
56 60 2
57 58 4
57 59 3
57 60 4
58 59 2
58 60 1
59 60 1
60 61 3
61 62 1
61 63 3
61 64 2
61 65 5
62 63 4
62 64 4
62 65 2
63 64 4
63 65 2
64 65 1
65 66 5
66 67 3
66 68 2
66 69 3
66 70 4
67 68 4
67 69 2
67 70 1
68 69 1
68 70 5
69 70 3
70 71 2
71 72 2
71 73 5
71 74 2
71 75 1
72 73 5
72 74 4
72 75 3
73 74 1
73 75 4
74 75 1
75 76 1
76 77 5
76 78 1
76 79 3
76 80 1
77 78 5
77 79 4
77 80 3
78 79 1
78 80 4
79 80 3
