40 87
32 34 4
32 40 2
34 40 3
13 32 1
13 34 5
13 21 3
13 40 2
21 32 5
21 34 5
21 40 5
36 40 1
10 36 1
10 35 1
10 22 2
35 36 2
1 36 2
1 10 3
1 35 2
1 22 2
22 36 4
22 35 4
22 26 2
26 37 3
26 29 5
11 26 3
11 37 3
11 29 4
11 20 2
29 37 1
20 26 5
20 37 3
20 29 3
5 7 5
5 6 1
5 8 2
5 28 5
5 20 2
7 8 2
7 28 3
6 7 2
6 8 1
6 28 3
8 28 5
3 4 3
3 15 5
3 38 4
3 33 4
3 28 4
4 15 2
4 38 5
4 33 1
15 38 1
15 33 4
33 38 1
9 14 2
9 39 5
9 16 3
9 18 2
9 33 5
14 39 5
14 16 1
14 18 3
16 39 4
16 18 5
18 39 3
18 30 2
23 30 4
23 24 2
24 30 4
19 30 2
19 23 1
19 24 2
12 30 2
12 23 4
12 24 4
12 19 3
12 25 3
25 31 4
25 27 2
27 31 2
17 25 5
17 31 5
17 27 5
2 25 1
2 31 5
2 27 1
2 17 4
