160 351
21 43 2
21 133 2
21 130 1
21 122 1
43 133 5
43 130 5
43 122 2
130 133 5
122 133 3
122 130 2
7 144 3
7 65 4
7 156 3
7 149 4
7 122 5
144 156 1
144 149 4
65 144 4
65 156 4
65 149 3
149 156 1
135 149 1
97 135 2
97 117 5
117 135 5
92 135 3
92 97 1
92 117 1
69 135 1
69 97 4
69 117 1
69 92 5
39 76 2
39 53 1
39 69 5
16 39 1
16 76 4
16 38 3
16 53 1
38 39 4
38 76 1
38 53 4
53 76 1
53 140 2
20 140 1
20 82 2
20 126 5
20 116 2
82 140 1
82 126 5
82 116 2
126 140 1
116 140 5
116 126 3
29 90 2
29 51 3
29 160 1
29 116 1
90 160 2
51 90 4
51 160 5
3 29 4
3 90 4
3 51 4
3 160 3
3 99 5
99 157 3
99 127 2
6 99 5
6 157 1
6 127 1
6 84 5
127 157 4
84 99 2
84 157 5
84 127 3
84 87 2
87 132 5
87 107 4
87 95 1
107 132 2
95 132 2
95 107 2
2 87 2
2 132 3
2 107 2
2 95 1
2 66 4
66 138 2
66 111 5
35 66 4
35 138 3
35 111 5
24 66 5
24 35 3
24 138 5
24 111 2
111 138 3
93 143 4
93 125 5
93 139 3
93 111 3
125 143 4
125 139 1
139 143 2
70 93 1
70 143 3
70 125 2
70 139 2
70 147 2
78 147 1
78 119 3
36 147 1
36 78 1
36 119 3
119 147 2
9 147 1
9 78 1
9 36 1
9 119 3
9 22 3
22 74 4
22 75 5
22 25 5
74 75 1
12 22 1
12 74 3
12 75 4
12 25 1
25 74 4
25 75 1
25 155 3
120 155 3
120 128 1
128 155 1
63 155 2
63 120 5
63 128 3
4 155 2
4 120 3
4 128 5
4 63 2
4 49 4
49 94 1
49 55 3
49 64 2
55 94 4
55 64 5
64 94 5
18 49 3
18 94 3
18 55 4
18 64 5
18 67 3
67 83 2
67 113 2
10 67 3
10 83 1
10 48 5
10 113 3
83 113 3
48 67 1
48 83 4
48 113 4
31 158 5
31 33 1
31 42 3
31 113 2
5 31 2
5 158 4
5 33 3
5 42 4
33 158 5
33 42 3
42 158 5
13 52 5
13 137 5
13 112 3
13 77 4
13 42 3
52 137 3
52 112 3
52 77 4
112 137 5
77 137 2
77 112 5
61 98 3
61 77 5
34 61 5
34 98 3
34 60 3
60 61 5
60 98 4
14 61 3
14 34 2
14 98 3
14 60 1
14 101 4
101 118 5
101 103 3
103 118 1
71 101 2
71 118 1
71 103 2
45 101 5
45 118 2
45 103 4
45 71 2
45 152 2
85 152 1
85 114 1
85 121 2
85 86 4
114 152 3
114 121 5
121 152 2
86 152 3
86 114 2
86 121 2
86 110 3
80 110 2
80 109 4
57 110 5
57 80 2
57 109 2
57 73 2
109 110 5
73 110 4
73 80 1
73 109 1
73 91 5
91 115 4
68 91 3
68 115 4
56 91 2
56 68 1
56 115 3
37 91 2
37 68 5
37 115 2
37 56 1
19 145 2
19 134 2
19 88 5
19 37 1
1 19 1
1 145 3
1 134 5
1 88 3
134 145 4
88 145 4
88 134 4
88 142 5
142 148 4
106 142 5
106 108 5
106 124 2
106 148 2
108 142 4
108 124 2
108 148 5
124 142 4
124 148 2
59 146 3
59 148 1
32 59 1
32 58 4
32 146 5
58 59 5
58 146 3
11 59 3
11 32 2
11 58 3
11 146 2
54 102 2
54 96 1
54 146 3
41 54 4
41 102 5
41 96 5
41 50 4
96 102 4
50 54 2
50 102 3
50 96 3
30 72 5
30 104 1
30 50 5
17 30 4
17 72 1
17 26 4
17 104 5
72 104 4
26 30 5
26 72 4
26 104 3
104 136 1
136 154 5
44 136 5
44 154 3
44 100 4
28 136 3
28 44 5
28 154 2
28 100 3
100 136 5
100 154 5
100 159 4
27 159 3
27 150 5
27 131 2
27 46 1
150 159 5
131 159 1
131 150 2
46 159 2
46 150 4
46 131 5
46 105 2
105 123 3
105 129 2
123 129 5
81 105 1
81 123 5
81 129 2
23 105 1
23 123 1
23 81 5
23 129 1
23 89 2
89 153 5
40 89 3
40 153 3
40 47 4
40 79 5
47 89 4
47 153 4
47 79 5
79 89 1
79 153 5
79 141 5
141 151 4
62 141 5
62 151 5
15 141 2
15 62 3
15 151 1
8 141 1
8 62 2
8 151 5
8 15 2
