80 175
21 53 1
21 74 2
21 62 1
53 74 1
53 62 3
2 21 4
2 53 2
2 74 3
2 62 5
62 74 5
37 51 2
37 62 5
6 37 1
6 7 4
6 51 5
6 26 4
7 37 4
7 51 5
7 26 3
26 37 5
26 51 2
26 60 4
9 60 5
9 15 4
9 10 2
9 18 3
15 60 2
15 18 2
10 60 2
10 15 1
10 18 1
18 60 3
18 80 2
59 80 1
59 66 5
66 80 2
36 80 2
36 59 2
36 66 3
17 80 1
17 59 2
17 66 4
17 36 5
17 45 3
45 78 2
45 76 4
45 72 4
39 45 3
39 78 4
39 76 5
39 72 1
76 78 5
72 78 4
72 76 3
48 67 2
48 71 4
48 72 1
44 48 4
44 67 5
44 71 1
67 71 3
25 48 2
25 44 2
25 67 3
25 71 2
16 38 1
16 55 3
16 47 2
16 46 2
16 25 4
38 55 5
38 47 4
38 46 1
47 55 5
46 55 2
46 47 1
32 35 5
32 46 3
28 32 3
28 35 4
28 30 3
3 32 5
3 28 2
3 35 5
3 30 2
30 32 1
30 35 1
30 54 3
54 77 4
54 63 4
40 54 5
40 77 5
40 63 5
40 43 3
63 77 4
43 54 3
43 77 2
43 63 2
22 42 5
22 58 3
22 43 3
42 58 2
14 22 1
14 42 3
14 58 3
4 22 4
4 42 5
4 14 1
4 58 3
29 50 5
29 70 5
29 64 3
29 58 3
50 70 3
50 64 2
64 70 5
11 29 2
11 50 1
11 70 3
11 64 3
11 24 1
24 79 3
24 34 4
24 27 3
19 24 1
19 79 4
19 34 1
19 27 1
34 79 4
27 79 4
27 34 1
1 31 3
1 75 4
1 41 5
1 57 3
1 27 4
31 75 1
31 41 4
31 57 2
41 75 4
41 57 4
57 75 5
57 65 1
65 69 5
23 65 2
23 69 4
23 61 5
23 52 3
61 65 3
61 69 3
52 65 1
52 69 1
52 61 1
20 49 3
20 68 5
20 33 3
20 52 4
5 20 1
5 49 4
5 68 1
5 33 1
49 68 1
33 49 1
33 68 3
12 13 3
12 73 3
12 56 3
12 33 5
13 73 5
13 56 2
56 73 5
8 12 5
8 13 4
8 73 2
8 56 1
