160 351
66 136 2
66 130 2
66 157 5
66 91 3
136 157 5
130 136 3
130 157 5
91 136 2
91 130 4
91 157 5
5 87 2
5 117 3
5 8 4
5 65 3
5 91 4
87 117 5
8 87 2
8 117 1
8 65 4
65 87 3
65 117 5
39 58 5
39 44 5
39 61 1
39 65 3
58 61 2
44 58 2
44 61 1
14 39 3
14 58 5
14 44 1
14 61 4
24 69 4
24 118 5
24 72 5
24 154 2
24 61 5
69 118 3
69 72 1
69 154 3
118 154 2
72 118 5
72 154 5
108 141 2
108 154 1
75 108 3
75 141 4
6 108 4
6 75 4
6 141 1
6 19 5
19 108 3
19 75 4
19 141 1
19 28 5
28 83 4
28 88 1
27 28 3
27 83 2
27 88 5
83 88 5
16 28 3
16 27 3
16 83 2
16 88 1
16 127 3
71 127 1
71 116 4
116 127 3
7 127 1
7 71 5
7 116 4
7 20 5
20 127 3
20 71 1
20 116 3
20 49 1
49 62 4
49 92 4
49 144 2
62 92 5
62 144 4
22 49 2
22 62 5
22 92 4
22 144 1
92 144 3
144 160 4
113 160 3
11 160 3
11 113 4
11 36 4
11 93 5
36 160 5
36 113 4
36 93 3
93 160 4
93 113 5
41 77 5
41 79 5
41 96 5
41 111 4
41 93 2
77 79 2
77 96 1
77 111 5
79 96 2
79 111 4
96 111 1
111 150 1
10 150 4
10 73 4
10 74 5
10 106 4
73 150 1
73 74 5
73 106 5
74 150 5
74 106 5
106 150 3
106 112 3
80 112 1
80 104 1
23 112 5
23 80 5
23 76 3
23 104 3
76 112 5
76 80 1
76 104 3
104 112 2
104 145 5
145 152 3
143 145 2
143 152 5
125 145 2
125 143 4
125 152 4
98 145 4
98 143 5
98 125 5
98 152 1
59 133 2
59 152 3
54 59 2
54 133 3
53 59 5
53 133 4
53 54 1
51 59 5
51 133 4
51 54 2
51 53 2
13 148 5
13 15 5
13 94 1
13 51 4
15 148 4
15 94 3
3 13 5
3 148 4
3 15 4
3 94 5
94 148 5
94 107 5
107 158 2
43 107 2
43 158 1
43 63 1
63 107 3
63 158 1
4 107 3
4 158 3
4 43 3
4 63 1
4 103 3
17 103 2
17 56 4
17 57 3
17 47 4
56 103 4
56 57 3
57 103 2
47 103 2
47 56 3
47 57 1
47 147 4
32 147 1
32 68 4
32 90 2
32 60 2
68 147 2
68 90 5
90 147 3
60 147 4
60 68 4
60 90 5
35 129 3
35 97 2
35 101 2
35 60 4
97 129 3
97 101 5
9 35 5
9 129 2
9 97 2
9 101 1
101 129 4
42 81 1
42 155 3
42 119 4
42 146 5
42 101 1
81 155 3
81 119 1
81 146 2
119 155 5
119 146 5
146 155 5
21 134 3
21 82 4
21 64 5
21 149 2
21 146 4
134 149 2
82 134 1
82 149 3
64 134 2
64 82 4
64 149 1
123 124 5
123 149 2
33 123 1
33 124 2
33 48 1
33 34 4
48 123 2
48 124 4
34 123 5
34 124 5
34 48 2
34 139 5
120 139 4
120 128 1
115 139 3
115 120 3
115 128 5
128 139 3
70 139 3
70 120 1
70 115 4
70 128 5
31 102 5
31 86 5
31 50 5
31 70 2
86 102 4
50 102 3
50 86 5
1 31 4
1 102 1
1 86 5
1 50 1
1 99 1
99 132 3
99 137 5
99 140 5
132 137 1
132 140 4
137 140 1
26 99 5
26 132 1
26 137 5
26 140 3
37 138 3
37 95 4
37 151 4
37 55 1
37 140 5
138 151 4
95 138 1
95 151 5
55 138 4
55 95 2
55 151 3
55 153 1
142 153 4
85 153 4
85 142 3
85 105 3
85 122 2
105 153 2
105 142 3
105 122 2
122 153 4
122 142 5
122 126 3
126 156 5
18 126 2
18 156 4
18 109 5
18 52 4
109 126 4
109 156 1
52 126 2
52 156 4
52 109 3
52 84 1
45 84 2
45 46 1
45 78 4
46 84 3
46 78 2
78 84 1
25 84 4
25 45 4
25 46 5
25 78 3
25 159 5
40 159 5
40 135 2
12 159 2
12 40 3
12 38 2
12 135 5
38 159 2
38 40 5
38 135 2
135 159 2
114 131 3
114 135 1
30 114 3
30 110 2
30 131 1
2 114 1
2 30 5
2 110 4
2 131 1
110 114 1
110 131 1
121 131 1
89 121 3
89 100 3
100 121 3
29 121 3
29 89 4
29 100 4
29 67 1
67 121 1
67 89 3
67 100 1
