160 351
22 133 2
22 42 5
22 97 5
22 129 4
42 133 5
42 97 2
42 129 2
97 133 5
97 129 3
129 133 1
43 139 1
43 147 1
43 129 1
28 43 2
28 33 1
28 139 3
28 147 4
33 43 3
33 139 5
33 147 5
139 147 2
99 104 5
99 110 5
99 108 1
99 147 4
104 110 2
104 108 5
12 99 5
12 104 5
12 110 2
12 108 4
108 110 4
5 62 3
5 120 5
5 103 5
5 136 4
5 108 1
62 120 2
62 103 2
62 136 1
120 136 5
103 120 4
103 136 1
60 154 1
60 136 2
59 60 1
59 154 3
55 60 4
55 154 1
55 59 5
15 60 5
15 154 2
15 59 1
15 55 5
15 105 1
90 105 5
3 105 3
3 90 4
3 72 3
3 35 5
72 105 1
72 90 5
35 105 1
35 90 3
35 72 5
35 116 2
116 152 2
116 138 5
23 116 2
23 152 4
23 138 5
14 116 2
14 152 3
14 23 1
14 138 1
138 152 4
31 47 1
31 135 3
31 64 2
31 138 5
47 135 1
47 64 3
18 31 4
18 47 1
18 135 5
18 64 1
64 135 5
6 41 4
6 10 5
6 29 2
6 64 3
10 41 2
10 29 1
2 6 4
2 41 3
2 10 5
2 29 5
29 41 4
29 73 4
73 80 1
73 100 5
80 100 1
65 73 2
65 80 4
65 100 4
4 73 1
4 80 2
4 65 2
4 100 5
26 144 1
26 95 5
26 137 5
26 100 3
8 26 5
8 144 4
8 95 1
8 137 1
95 144 4
95 137 1
137 144 2
89 106 3
89 98 5
89 137 5
98 106 1
63 89 5
63 106 5
63 98 3
63 85 3
85 89 1
85 106 3
85 98 1
53 94 1
53 85 1
38 53 2
38 46 4
38 94 2
46 53 1
46 94 2
37 53 2
37 38 4
37 46 1
37 94 1
21 158 4
21 54 3
21 79 1
21 75 3
21 37 4
54 158 5
54 79 3
54 75 1
79 158 2
75 158 2
75 79 5
75 88 2
88 119 3
34 88 3
34 50 2
34 119 2
50 88 1
50 119 2
16 88 5
16 34 2
16 50 1
16 119 1
16 150 4
143 150 4
87 150 2
87 143 5
87 93 5
87 132 4
93 150 3
93 143 5
93 132 5
132 150 1
132 143 2
76 121 2
76 132 1
57 76 2
57 121 3
44 76 1
44 121 1
44 57 1
44 48 4
48 76 3
48 121 3
48 57 5
48 111 3
111 125 3
111 112 4
111 149 5
125 149 4
20 111 5
20 125 4
20 112 1
20 149 3
112 125 3
112 149 4
91 148 4
91 149 5
51 91 4
51 148 4
51 70 4
19 91 3
19 51 3
19 148 3
19 70 3
70 91 4
70 148 4
70 113 3
113 117 1
113 131 3
117 131 3
78 113 5
78 117 4
78 131 1
67 113 3
67 117 2
67 78 1
67 131 4
13 124 4
13 118 2
13 159 2
13 36 1
13 67 2
124 159 1
118 124 2
118 159 3
36 124 4
36 118 1
36 159 1
36 155 2
74 155 3
74 83 4
74 82 4
83 155 4
82 155 5
82 83 4
7 155 2
7 74 5
7 83 1
7 82 2
7 49 4
49 130 4
49 102 1
49 101 3
49 151 2
130 151 2
102 130 4
102 151 3
101 130 3
101 102 2
101 151 2
52 160 4
52 66 1
52 122 1
52 151 1
30 52 1
30 160 4
30 66 5
30 122 4
66 160 1
66 122 1
122 160 4
96 109 2
96 122 4
17 96 2
17 92 4
17 56 5
17 109 3
92 96 2
92 109 2
56 96 4
56 92 5
56 109 5
40 107 1
40 81 5
40 58 5
40 109 2
81 107 5
58 107 1
58 81 1
11 40 3
11 107 4
11 81 5
11 58 1
11 146 5
84 146 3
84 114 1
84 140 2
25 146 3
25 84 2
25 114 3
25 140 3
114 146 3
114 140 3
140 146 1
127 134 3
127 153 2
127 140 2
77 127 3
77 134 3
77 123 1
77 153 4
134 153 3
123 127 2
123 134 3
123 153 2
153 156 5
156 157 2
115 156 1
115 157 2
115 145 3
1 156 1
1 157 5
1 115 2
1 145 4
145 156 1
145 157 4
24 61 1
24 142 4
24 32 5
24 27 2
24 145 3
61 142 2
32 61 5
32 142 4
27 61 1
27 142 5
27 32 5
27 126 5
86 126 1
68 126 1
68 86 4
68 69 1
69 126 5
69 86 5
9 126 1
9 86 5
9 68 3
9 69 4
9 128 1
128 141 1
71 128 1
71 141 3
39 128 2
39 71 4
39 141 3
39 45 4
45 128 2
45 71 5
45 141 2
