80 175
33 42 5
33 40 1
17 33 3
17 42 5
17 40 4
40 42 3
6 33 3
6 17 3
6 42 4
6 40 5
6 51 5
51 60 2
36 51 3
36 60 2
19 51 2
19 60 1
19 36 2
4 51 3
4 60 2
4 36 5
4 19 4
4 20 2
20 22 3
20 69 3
20 44 4
20 57 5
22 69 2
22 44 4
22 57 5
44 69 2
44 57 3
57 69 3
48 57 2
18 48 4
18 32 2
13 48 4
13 18 1
13 32 5
13 15 2
32 48 1
15 48 3
15 18 3
15 32 5
15 34 5
34 72 4
34 49 2
34 61 2
31 34 5
31 72 4
31 49 3
31 61 3
49 72 2
49 61 4
61 72 2
16 37 1
16 66 2
16 30 4
16 61 3
37 66 3
30 37 5
30 66 4
1 16 1
1 37 1
1 66 5
1 30 1
1 50 4
50 76 4
38 50 1
38 76 3
25 50 2
25 38 4
25 76 5
25 35 5
35 50 2
35 38 4
35 76 1
35 46 1
46 56 1
46 73 3
56 73 5
5 46 1
5 56 3
5 73 4
5 27 2
27 46 5
27 56 5
27 73 3
27 41 5
41 59 1
41 47 4
41 58 5
47 59 3
47 58 4
26 41 3
26 59 3
26 47 1
26 58 4
58 59 3
54 75 2
54 74 1
54 58 4
3 54 4
3 75 3
3 7 5
3 74 4
7 54 1
7 75 2
7 74 2
74 75 2
71 74 3
68 71 3
65 71 1
65 68 5
64 71 1
64 68 4
64 65 2
55 71 1
55 68 4
55 65 1
55 64 2
24 63 5
24 28 4
24 43 2
24 55 1
12 24 1
12 63 3
12 28 5
12 43 4
28 63 4
28 43 4
43 63 3
43 79 2
53 79 3
45 79 3
45 53 5
10 79 5
10 53 2
10 45 1
10 21 4
21 79 4
21 53 1
21 45 5
2 11 5
2 8 3
2 52 2
2 77 4
2 21 1
11 52 5
11 77 5
8 11 3
8 52 1
8 77 2
52 77 1
14 39 4
14 78 3
14 29 3
14 67 4
14 77 5
39 78 4
39 67 3
29 39 4
29 78 4
29 67 2
67 78 2
62 80 4
62 70 4
62 67 5
23 62 4
23 80 3
23 70 5
70 80 5
9 62 4
9 23 2
9 80 4
9 70 4
