40 87
32 36 3
7 36 2
7 32 3
7 27 1
7 16 5
27 36 5
27 32 3
16 36 3
16 32 5
16 27 4
16 24 3
13 24 2
13 21 5
5 24 2
5 13 5
5 21 1
21 24 2
1 24 3
1 13 2
1 5 4
1 21 5
1 29 4
29 35 1
15 29 5
15 35 2
15 20 1
9 29 3
9 15 5
9 35 3
9 20 1
20 29 2
20 35 4
11 23 1
11 22 5
11 25 3
11 17 2
11 20 2
23 25 4
22 23 1
22 25 4
17 23 4
17 22 4
17 25 3
17 18 1
18 37 4
18 31 2
18 33 4
31 37 4
31 33 2
2 18 5
2 37 2
2 31 1
2 33 5
33 37 4
26 40 3
26 28 2
26 33 2
19 26 3
19 40 5
19 28 5
28 40 4
3 26 5
3 19 3
3 40 2
3 28 3
3 10 2
10 34 5
10 39 4
10 14 2
8 10 5
8 34 5
8 39 3
8 14 2
34 39 5
14 34 5
14 39 5
14 38 4
12 38 1
12 30 1
6 38 1
6 12 5
6 30 4
4 38 3
4 12 5
4 6 5
4 30 1
30 38 5
