80 175
54 56 5
3 54 5
3 27 3
3 56 1
3 23 1
27 54 5
27 56 3
23 54 3
23 27 4
23 56 3
23 64 2
64 74 1
35 64 1
35 62 5
35 74 1
62 64 5
62 74 1
7 64 3
7 35 4
7 62 1
7 74 1
7 57 2
57 80 3
57 78 5
57 71 3
17 57 3
17 80 1
17 78 3
17 71 2
78 80 5
71 80 3
71 78 4
14 19 2
14 77 4
14 31 5
14 71 1
19 77 3
19 31 1
31 77 3
1 14 3
1 19 2
1 77 2
1 31 1
1 55 3
55 59 5
55 61 4
59 61 4
2 55 2
2 59 1
2 61 5
2 50 1
50 55 5
50 59 1
50 61 5
11 29 5
11 12 1
11 63 1
11 53 2
11 50 2
29 63 1
29 53 2
12 29 5
12 63 1
12 53 4
53 63 5
34 51 4
34 53 2
10 34 2
10 24 2
10 51 3
10 22 2
24 34 2
24 51 1
22 34 4
22 24 4
22 51 4
22 79 4
43 79 4
43 67 4
18 79 3
18 43 1
18 42 3
18 67 3
42 79 2
42 43 1
42 67 5
67 79 2
60 67 4
30 60 1
30 41 2
30 49 3
41 60 5
41 49 5
16 60 1
16 30 3
16 41 3
16 49 3
49 60 5
49 69 5
46 69 4
46 58 3
9 69 1
9 46 1
9 58 5
5 69 2
5 46 3
5 9 4
5 58 3
58 69 1
33 36 3
33 68 5
33 75 2
33 58 2
36 68 5
36 75 2
68 75 5
32 33 2
32 36 4
32 68 4
32 75 4
38 47 5
38 75 5
25 38 3
25 47 4
25 28 5
28 38 1
28 47 5
21 38 3
21 47 1
21 25 4
21 28 4
21 70 2
70 73 1
70 76 4
26 70 5
26 73 4
26 76 2
73 76 3
20 70 3
20 26 4
20 73 2
20 76 2
20 37 4
37 44 2
37 45 1
6 37 2
6 44 3
6 45 3
4 37 2
4 6 4
4 44 1
4 45 3
44 45 3
13 40 3
13 66 1
13 39 1
13 45 4
8 13 2
8 40 5
8 66 1
8 39 4
40 66 5
39 40 4
39 66 3
39 48 5
48 72 3
48 52 5
48 65 3
52 72 1
52 65 5
65 72 2
15 48 3
15 72 3
15 52 1
15 65 1
