80 175
42 69 4
42 70 5
69 70 3
36 42 4
36 69 5
36 70 1
14 42 4
14 69 2
14 70 3
14 36 3
14 43 1
43 58 4
43 55 3
18 43 3
18 58 3
18 55 2
10 43 3
10 18 4
10 58 1
10 55 1
55 58 2
19 71 5
19 79 5
19 61 3
19 55 3
71 79 5
6 19 1
6 71 5
6 79 5
6 61 4
61 71 2
61 79 2
61 66 3
60 66 4
53 66 1
53 60 1
11 66 1
11 60 2
11 53 3
11 39 1
39 66 5
39 60 2
39 53 4
39 45 4
45 48 4
45 59 3
45 50 5
29 45 4
29 48 4
29 59 3
29 50 3
48 59 4
48 50 5
50 59 4
25 51 2
25 46 4
25 35 1
25 50 2
46 51 1
1 25 2
1 51 5
1 46 5
1 35 4
35 51 2
35 46 4
35 68 5
68 77 3
34 68 5
34 52 2
34 77 2
52 68 4
52 77 2
24 68 1
24 34 5
24 52 3
24 77 1
9 13 4
9 40 3
9 76 2
9 67 3
9 24 2
13 40 4
13 76 1
13 67 1
40 76 2
40 67 1
67 76 5
3 37 1
3 74 5
3 75 2
3 26 4
3 67 4
37 74 3
37 75 1
74 75 2
26 37 4
26 74 4
26 75 2
26 72 5
2 72 1
2 16 5
2 38 1
2 21 1
16 72 5
16 38 3
16 21 3
38 72 4
21 72 2
21 38 1
21 31 4
31 63 4
31 49 1
23 31 1
23 63 3
23 49 2
49 63 1
12 31 5
12 23 5
12 63 5
12 49 2
12 73 3
56 73 2
56 57 3
56 65 3
5 73 1
5 56 4
5 57 5
5 65 3
57 73 2
57 65 1
65 73 3
33 78 1
33 47 1
33 65 4
15 33 3
15 78 3
15 47 5
8 33 4
8 78 3
8 15 2
8 47 4
47 78 2
44 62 1
44 54 1
44 47 5
28 44 1
28 30 3
28 62 5
28 54 4
30 44 1
30 62 4
30 54 5
54 62 2
7 64 2
7 80 2
7 17 5
7 22 1
7 54 1
64 80 1
17 64 5
17 80 1
17 22 1
22 64 5
22 80 1
22 41 1
27 41 3
27 32 1
32 41 1
20 41 2
20 27 4
20 32 2
4 41 1
4 27 3
4 32 4
4 20 4
