160 351
80 113 2
80 141 5
80 98 5
113 141 4
45 80 2
45 113 4
45 141 3
45 98 3
98 113 1
98 141 1
98 154 5
58 154 5
58 101 4
58 78 3
36 154 2
36 58 3
36 101 1
36 78 3
101 154 2
78 154 4
78 101 3
10 43 1
10 120 1
10 25 5
10 142 3
10 78 2
43 120 2
43 142 5
120 142 4
25 43 4
25 120 4
25 142 5
122 142 2
19 122 4
19 82 5
19 44 1
19 100 1
82 122 2
82 100 3
44 122 4
44 82 5
44 100 2
100 122 5
67 139 2
67 137 3
67 100 3
51 67 4
51 139 5
51 137 5
33 67 4
33 139 4
33 51 2
33 137 1
137 139 3
96 114 3
96 137 4
87 96 5
87 114 5
17 96 2
17 114 2
17 87 4
17 42 2
42 96 5
42 114 3
42 87 3
42 64 3
64 91 5
64 83 2
64 131 2
91 131 4
83 91 3
83 131 5
20 64 5
20 91 4
20 83 1
20 131 1
20 57 1
57 159 2
18 57 2
18 159 1
18 24 1
18 28 3
24 57 2
24 159 2
24 28 4
28 57 3
28 159 5
28 147 4
147 157 5
147 152 4
106 147 5
106 157 2
106 152 4
102 147 3
102 106 1
102 157 5
102 152 5
152 157 3
81 86 2
81 92 1
81 153 1
81 152 2
86 92 1
86 153 2
92 153 5
66 81 4
66 86 5
66 92 1
66 153 4
48 109 2
48 69 5
48 88 5
48 68 2
48 153 2
69 109 5
69 88 4
88 109 3
68 109 4
68 69 3
68 88 5
68 110 4
39 110 1
38 110 4
38 39 3
4 110 3
4 39 2
4 38 5
4 37 4
37 110 1
37 39 3
37 38 5
37 123 2
123 143 3
123 130 3
84 123 1
84 143 3
84 130 3
14 123 4
14 143 5
14 84 2
14 130 5
130 143 5
50 125 2
50 135 3
50 138 2
50 130 1
125 135 2
125 138 5
135 138 1
1 50 5
1 125 3
1 135 1
1 138 5
1 30 5
30 60 3
30 93 3
30 95 2
30 46 2
60 93 2
60 95 2
93 95 5
46 60 5
46 93 4
46 95 5
46 53 5
53 121 4
53 71 5
13 53 1
13 121 1
13 40 5
13 71 5
40 53 5
40 121 4
40 71 3
71 121 3
56 158 1
56 111 5
56 59 4
56 107 5
56 71 2
111 158 4
59 158 3
59 111 2
59 107 4
107 158 1
107 111 1
107 134 4
2 134 3
2 89 1
2 126 2
2 99 2
89 134 3
89 126 1
89 99 4
126 134 2
99 134 5
99 126 1
97 155 3
97 128 1
97 117 3
97 99 1
128 155 5
32 97 2
32 155 5
32 128 3
32 117 3
117 155 1
117 128 5
26 85 1
26 117 1
23 26 4
23 85 2
12 26 4
12 23 5
12 85 1
5 26 5
5 23 5
5 85 1
5 12 4
5 136 2
74 136 1
74 116 5
74 132 3
116 136 4
116 132 3
132 136 2
62 136 5
62 74 5
62 116 5
62 132 2
62 77 1
77 140 3
77 115 1
35 77 1
35 140 4
35 115 4
115 140 5
11 77 4
11 140 3
11 35 4
11 115 4
11 22 2
22 104 5
22 133 4
22 112 4
104 133 5
104 112 3
7 22 4
7 104 2
7 133 3
7 112 3
112 133 1
34 63 2
34 156 2
34 127 3
34 112 2
9 34 4
9 63 1
9 156 1
9 127 1
63 156 4
63 127 1
127 156 4
127 160 2
75 160 2
75 129 3
70 160 4
70 75 2
70 129 5
129 160 3
41 160 1
41 75 2
41 70 1
41 129 3
41 145 3
29 145 1
29 90 3
29 52 5
29 76 4
90 145 3
52 145 5
52 90 1
52 76 4
76 145 2
76 90 5
47 124 2
47 118 2
47 144 1
47 76 4
124 144 5
118 124 5
118 144 5
31 47 4
31 124 3
31 118 3
31 144 4
31 55 5
55 103 4
55 94 5
3 55 2
3 103 2
3 94 4
3 6 2
94 103 2
6 55 2
6 103 5
6 94 2
6 73 1
73 150 1
73 149 5
54 73 3
54 150 3
54 149 4
21 73 3
21 54 2
21 150 5
21 149 5
149 150 3
149 151 4
16 151 3
16 105 1
16 65 3
105 151 5
65 151 5
65 105 1
8 151 5
8 16 4
8 105 2
8 65 3
8 15 2
15 27 1
15 49 1
15 146 5
15 79 3
27 49 3
27 146 5
27 79 5
49 146 5
49 79 5
79 146 4
72 119 5
72 108 4
72 148 4
72 79 4
119 148 2
108 119 4
108 148 1
61 72 3
61 119 4
61 108 5
61 148 2
