196 364
1 2 3
1 15 3
2 3 4
2 16 3
3 4 3
3 17 2
4 5 5
4 18 2
5 6 2
5 19 4
6 7 4
6 20 1
7 8 5
7 21 5
8 9 5
8 22 5
9 10 1
9 23 4
10 11 3
10 24 5
11 12 3
11 25 4
12 13 4
12 26 4
13 14 5
13 27 3
14 28 3
15 16 3
15 29 5
16 17 2
16 30 3
17 18 4
17 31 1
18 19 3
18 32 5
19 20 5
19 33 5
20 21 3
20 34 3
21 22 5
21 35 2
22 23 2
22 36 5
23 24 5
23 37 4
24 25 3
24 38 3
25 26 1
25 39 3
26 27 1
26 40 5
27 28 2
27 41 4
28 42 1
29 30 4
29 43 4
30 31 2
30 44 1
31 32 2
31 45 1
32 33 1
32 46 2
33 34 1
33 47 4
34 35 1
34 48 3
35 36 2
35 49 4
36 37 2
36 50 1
37 38 5
37 51 2
38 39 4
38 52 2
39 40 3
39 53 5
40 41 5
40 54 4
41 42 3
41 55 4
42 56 4
43 44 2
43 57 1
44 45 3
44 58 1
45 46 5
45 59 5
46 47 3
46 60 5
47 48 5
47 61 2
48 49 4
48 62 2
49 50 2
49 63 1
50 51 4
50 64 3
51 52 4
51 65 4
52 53 5
52 66 1
53 54 2
53 67 5
54 55 1
54 68 5
55 56 3
55 69 1
56 70 2
57 58 3
57 71 3
58 59 5
58 72 3
59 60 4
59 73 3
60 61 4
60 74 2
61 62 5
61 75 2
62 63 1
62 76 3
63 64 5
63 77 1
64 65 1
64 78 5
65 66 5
65 79 5
66 67 4
66 80 4
67 68 3
67 81 2
68 69 4
68 82 2
69 70 1
69 83 4
70 84 5
71 72 4
71 85 2
72 73 4
72 86 5
73 74 1
73 87 3
74 75 1
74 88 3
75 76 3
75 89 3
76 77 2
76 90 1
77 78 1
77 91 5
78 79 2
78 92 3
79 80 5
79 93 4
80 81 2
80 94 1
81 82 1
81 95 1
82 83 4
82 96 5
83 84 1
83 97 3
84 98 3
85 86 1
85 99 1
86 87 2
86 100 4
87 88 3
87 101 1
88 89 1
88 102 2
89 90 4
89 103 3
90 91 1
90 104 3
91 92 2
91 105 4
92 93 2
92 106 2
93 94 1
93 107 4
94 95 3
94 108 5
95 96 1
95 109 5
96 97 2
96 110 3
97 98 2
97 111 4
98 112 1
99 100 3
99 113 1
100 101 1
100 114 2
101 102 1
101 115 2
102 103 4
102 116 4
103 104 1
103 117 2
104 105 3
104 118 5
105 106 1
105 119 2
106 107 1
106 120 1
107 108 3
107 121 4
108 109 1
108 122 3
109 110 5
109 123 4
110 111 2
110 124 5
111 112 3
111 125 2
112 126 3
113 114 5
113 127 4
114 115 1
114 128 5
115 116 5
115 129 3
116 117 1
116 130 3
117 118 1
117 131 4
118 119 4
118 132 1
119 120 5
119 133 4
120 121 3
120 134 4
121 122 3
121 135 1
122 123 2
122 136 5
123 124 5
123 137 2
124 125 2
124 138 2
125 126 3
125 139 1
126 140 3
127 128 5
127 141 2
128 129 4
128 142 2
129 130 4
129 143 2
130 131 3
130 144 1
131 132 5
131 145 3
132 133 3
132 146 2
133 134 1
133 147 1
134 135 1
134 148 1
135 136 3
135 149 5
136 137 3
136 150 2
137 138 3
137 151 5
138 139 5
138 152 2
139 140 2
139 153 3
140 154 2
141 142 4
141 155 1
142 143 5
142 156 3
143 144 4
143 157 3
144 145 3
144 158 4
145 146 4
145 159 3
146 147 4
146 160 1
147 148 3
147 161 1
148 149 5
148 162 1
149 150 4
149 163 3
150 151 4
150 164 3
151 152 3
151 165 5
152 153 3
152 166 2
153 154 1
153 167 1
154 168 3
155 156 1
155 169 5
156 157 4
156 170 2
157 158 4
157 171 2
158 159 2
158 172 4
159 160 1
159 173 5
160 161 4
160 174 1
161 162 4
161 175 5
162 163 4
162 176 3
163 164 4
163 177 5
164 165 2
164 178 5
165 166 2
165 179 4
166 167 3
166 180 5
167 168 5
167 181 2
168 182 5
169 170 2
169 183 2
170 171 5
170 184 5
171 172 2
171 185 2
172 173 3
172 186 4
173 174 3
173 187 3
174 175 1
174 188 1
175 176 5
175 189 3
176 177 5
176 190 1
177 178 1
177 191 4
178 179 1
178 192 4
179 180 3
179 193 2
180 181 2
180 194 5
181 182 5
181 195 4
182 196 1
183 184 3
184 185 4
185 186 4
186 187 4
187 188 2
188 189 1
189 190 2
190 191 3
191 192 4
192 193 2
193 194 2
194 195 5
195 196 5
