196 364
1 2 5
1 15 1
2 3 1
2 16 3
3 4 2
3 17 4
4 5 5
4 18 3
5 6 3
5 19 5
6 7 5
6 20 5
7 8 2
7 21 4
8 9 5
8 22 3
9 10 4
9 23 2
10 11 1
10 24 1
11 12 2
11 25 1
12 13 4
12 26 3
13 14 5
13 27 5
14 28 4
15 16 5
15 29 4
16 17 3
16 30 3
17 18 4
17 31 5
18 19 5
18 32 3
19 20 2
19 33 1
20 21 5
20 34 4
21 22 1
21 35 4
22 23 2
22 36 5
23 24 3
23 37 4
24 25 5
24 38 1
25 26 4
25 39 2
26 27 4
26 40 4
27 28 1
27 41 3
28 42 4
29 30 2
29 43 1
30 31 3
30 44 2
31 32 5
31 45 1
32 33 4
32 46 3
33 34 2
33 47 3
34 35 4
34 48 3
35 36 4
35 49 4
36 37 1
36 50 1
37 38 4
37 51 4
38 39 1
38 52 1
39 40 2
39 53 3
40 41 4
40 54 5
41 42 3
41 55 3
42 56 5
43 44 4
43 57 1
44 45 5
44 58 2
45 46 4
45 59 3
46 47 1
46 60 2
47 48 2
47 61 5
48 49 1
48 62 3
49 50 1
49 63 5
50 51 2
50 64 4
51 52 2
51 65 3
52 53 3
52 66 1
53 54 2
53 67 1
54 55 2
54 68 1
55 56 3
55 69 2
56 70 1
57 58 3
57 71 2
58 59 2
58 72 5
59 60 2
59 73 1
60 61 2
60 74 3
61 62 4
61 75 1
62 63 5
62 76 4
63 64 4
63 77 3
64 65 4
64 78 3
65 66 2
65 79 2
66 67 2
66 80 4
67 68 3
67 81 1
68 69 2
68 82 1
69 70 4
69 83 4
70 84 4
71 72 5
71 85 4
72 73 3
72 86 2
73 74 5
73 87 3
74 75 3
74 88 1
75 76 5
75 89 5
76 77 5
76 90 4
77 78 3
77 91 4
78 79 4
78 92 5
79 80 1
79 93 3
80 81 1
80 94 4
81 82 2
81 95 2
82 83 1
82 96 1
83 84 3
83 97 1
84 98 3
85 86 5
85 99 4
86 87 1
86 100 5
87 88 3
87 101 5
88 89 3
88 102 3
89 90 4
89 103 1
90 91 4
90 104 5
91 92 5
91 105 5
92 93 2
92 106 2
93 94 1
93 107 5
94 95 1
94 108 3
95 96 2
95 109 4
96 97 5
96 110 3
97 98 5
97 111 5
98 112 5
99 100 2
99 113 5
100 101 4
100 114 3
101 102 1
101 115 4
102 103 5
102 116 3
103 104 5
103 117 3
104 105 5
104 118 3
105 106 4
105 119 1
106 107 2
106 120 3
107 108 2
107 121 1
108 109 4
108 122 3
109 110 5
109 123 2
110 111 3
110 124 4
111 112 4
111 125 3
112 126 3
113 114 5
113 127 2
114 115 2
114 128 3
115 116 5
115 129 3
116 117 4
116 130 2
117 118 4
117 131 5
118 119 1
118 132 2
119 120 1
119 133 4
120 121 2
120 134 2
121 122 1
121 135 5
122 123 3
122 136 4
123 124 2
123 137 4
124 125 3
124 138 2
125 126 1
125 139 4
126 140 1
127 128 1
127 141 5
128 129 3
128 142 1
129 130 4
129 143 2
130 131 1
130 144 3
131 132 3
131 145 3
132 133 4
132 146 2
133 134 4
133 147 2
134 135 3
134 148 1
135 136 4
135 149 4
136 137 5
136 150 2
137 138 1
137 151 2
138 139 5
138 152 4
139 140 3
139 153 3
140 154 1
141 142 1
141 155 5
142 143 3
142 156 4
143 144 5
143 157 4
144 145 3
144 158 5
145 146 2
145 159 2
146 147 1
146 160 1
147 148 1
147 161 3
148 149 2
148 162 4
149 150 4
149 163 2
150 151 3
150 164 2
151 152 1
151 165 3
152 153 5
152 166 5
153 154 2
153 167 4
154 168 4
155 156 1
155 169 4
156 157 1
156 170 1
157 158 1
157 171 1
158 159 5
158 172 2
159 160 2
159 173 5
160 161 5
160 174 3
161 162 5
161 175 5
162 163 1
162 176 1
163 164 3
163 177 2
164 165 5
164 178 1
165 166 3
165 179 3
166 167 5
166 180 5
167 168 5
167 181 3
168 182 2
169 170 4
169 183 2
170 171 3
170 184 2
171 172 5
171 185 5
172 173 2
172 186 4
173 174 4
173 187 2
174 175 1
174 188 3
175 176 5
175 189 5
176 177 5
176 190 4
177 178 1
177 191 1
178 179 2
178 192 5
179 180 1
179 193 5
180 181 4
180 194 4
181 182 5
181 195 4
182 196 4
183 184 3
184 185 2
185 186 4
186 187 4
187 188 1
188 189 1
189 190 2
190 191 5
191 192 3
192 193 2
193 194 5
194 195 3
195 196 2
