49 84
1 2 4
1 8 2
2 3 5
2 9 2
3 4 1
3 10 5
4 5 4
4 11 4
5 6 1
5 12 4
6 7 3
6 13 1
7 14 3
8 9 3
8 15 4
9 10 4
9 16 4
10 11 3
10 17 4
11 12 5
11 18 5
12 13 2
12 19 5
13 14 5
13 20 2
14 21 4
15 16 4
15 22 3
16 17 3
16 23 1
17 18 4
17 24 5
18 19 3
18 25 2
19 20 3
19 26 2
20 21 1
20 27 2
21 28 4
22 23 1
22 29 3
23 24 5
23 30 3
24 25 3
24 31 4
25 26 1
25 32 4
26 27 4
26 33 2
27 28 4
27 34 3
28 35 3
29 30 4
29 36 5
30 31 5
30 37 5
31 32 3
31 38 4
32 33 4
32 39 3
33 34 3
33 40 4
34 35 2
34 41 5
35 42 4
36 37 3
36 43 5
37 38 2
37 44 1
38 39 5
38 45 1
39 40 2
39 46 1
40 41 4
40 47 2
41 42 4
41 48 4
42 49 3
43 44 1
44 45 4
45 46 3
46 47 4
47 48 2
48 49 3
