400 760
1 2 3
1 21 3
2 3 5
2 22 1
3 4 3
3 23 5
4 5 2
4 24 5
5 6 4
5 25 2
6 7 4
6 26 2
7 8 4
7 27 2
8 9 5
8 28 4
9 10 1
9 29 4
10 11 5
10 30 4
11 12 3
11 31 4
12 13 5
12 32 2
13 14 4
13 33 2
14 15 4
14 34 4
15 16 2
15 35 3
16 17 5
16 36 1
17 18 3
17 37 1
18 19 2
18 38 5
19 20 1
19 39 2
20 40 2
21 22 1
21 41 5
22 23 5
22 42 2
23 24 4
23 43 1
24 25 1
24 44 1
25 26 5
25 45 3
26 27 4
26 46 4
27 28 2
27 47 4
28 29 5
28 48 5
29 30 2
29 49 2
30 31 3
30 50 1
31 32 3
31 51 5
32 33 2
32 52 2
33 34 4
33 53 5
34 35 4
34 54 5
35 36 3
35 55 3
36 37 3
36 56 4
37 38 4
37 57 3
38 39 2
38 58 4
39 40 5
39 59 1
40 60 5
41 42 2
41 61 4
42 43 2
42 62 1
43 44 2
43 63 4
44 45 5
44 64 3
45 46 2
45 65 1
46 47 2
46 66 2
47 48 5
47 67 5
48 49 3
48 68 2
49 50 3
49 69 4
50 51 5
50 70 3
51 52 2
51 71 3
52 53 4
52 72 5
53 54 2
53 73 4
54 55 4
54 74 2
55 56 2
55 75 1
56 57 2
56 76 5
57 58 5
57 77 5
58 59 3
58 78 3
59 60 3
59 79 4
60 80 2
61 62 3
61 81 2
62 63 2
62 82 1
63 64 1
63 83 5
64 65 1
64 84 1
65 66 5
65 85 3
66 67 1
66 86 3
67 68 2
67 87 2
68 69 1
68 88 3
69 70 4
69 89 2
70 71 3
70 90 3
71 72 4
71 91 3
72 73 1
72 92 5
73 74 3
73 93 4
74 75 4
74 94 2
75 76 2
75 95 3
76 77 1
76 96 5
77 78 1
77 97 1
78 79 3
78 98 2
79 80 5
79 99 1
80 100 3
81 82 3
81 101 3
82 83 5
82 102 1
83 84 4
83 103 5
84 85 1
84 104 1
85 86 5
85 105 5
86 87 5
86 106 2
87 88 2
87 107 5
88 89 1
88 108 5
89 90 3
89 109 1
90 91 2
90 110 3
91 92 5
91 111 4
92 93 3
92 112 2
93 94 3
93 113 4
94 95 5
94 114 2
95 96 1
95 115 4
96 97 3
96 116 1
97 98 5
97 117 3
98 99 5
98 118 3
99 100 4
99 119 2
100 120 2
101 102 3
101 121 4
102 103 4
102 122 4
103 104 1
103 123 1
104 105 1
104 124 5
105 106 4
105 125 5
106 107 5
106 126 2
107 108 2
107 127 3
108 109 3
108 128 1
109 110 1
109 129 2
110 111 3
110 130 5
111 112 2
111 131 1
112 113 1
112 132 1
113 114 5
113 133 4
114 115 2
114 134 5
115 116 1
115 135 3
116 117 1
116 136 4
117 118 4
117 137 1
118 119 2
118 138 4
119 120 5
119 139 1
120 140 1
121 122 5
121 141 3
122 123 4
122 142 2
123 124 1
123 143 5
124 125 3
124 144 1
125 126 5
125 145 2
126 127 1
126 146 1
127 128 2
127 147 1
128 129 5
128 148 5
129 130 2
129 149 4
130 131 3
130 150 3
131 132 3
131 151 3
132 133 5
132 152 1
133 134 2
133 153 4
134 135 4
134 154 5
135 136 4
135 155 1
136 137 2
136 156 1
137 138 2
137 157 3
138 139 2
138 158 2
139 140 4
139 159 1
140 160 2
141 142 1
141 161 5
142 143 3
142 162 3
143 144 3
143 163 4
144 145 1
144 164 5
145 146 2
145 165 1
146 147 3
146 166 4
147 148 4
147 167 3
148 149 2
148 168 2
149 150 5
149 169 1
150 151 1
150 170 1
151 152 2
151 171 2
152 153 1
152 172 2
153 154 1
153 173 4
154 155 2
154 174 3
155 156 4
155 175 4
156 157 4
156 176 1
157 158 5
157 177 5
158 159 3
158 178 2
159 160 3
159 179 4
160 180 3
161 162 1
161 181 2
162 163 5
162 182 4
163 164 4
163 183 1
164 165 2
164 184 4
165 166 2
165 185 5
166 167 5
166 186 4
167 168 5
167 187 5
168 169 4
168 188 2
169 170 4
169 189 4
170 171 4
170 190 3
171 172 4
171 191 5
172 173 4
172 192 1
173 174 4
173 193 4
174 175 2
174 194 1
175 176 3
175 195 3
176 177 5
176 196 3
177 178 2
177 197 2
178 179 5
178 198 1
179 180 5
179 199 3
180 200 2
181 182 4
181 201 1
182 183 5
182 202 1
183 184 3
183 203 4
184 185 5
184 204 1
185 186 4
185 205 5
186 187 4
186 206 3
187 188 5
187 207 2
188 189 1
188 208 3
189 190 5
189 209 4
190 191 2
190 210 3
191 192 5
191 211 2
192 193 3
192 212 5
193 194 1
193 213 2
194 195 5
194 214 4
195 196 2
195 215 2
196 197 5
196 216 1
197 198 1
197 217 5
198 199 3
198 218 5
199 200 1
199 219 1
200 220 1
201 202 2
201 221 4
202 203 3
202 222 5
203 204 4
203 223 5
204 205 4
204 224 5
205 206 2
205 225 5
206 207 5
206 226 2
207 208 3
207 227 3
208 209 5
208 228 5
209 210 5
209 229 4
210 211 1
210 230 1
211 212 1
211 231 1
212 213 5
212 232 4
213 214 3
213 233 4
214 215 3
214 234 2
215 216 3
215 235 4
216 217 5
216 236 1
217 218 5
217 237 4
218 219 3
218 238 1
219 220 5
219 239 3
220 240 3
221 222 4
221 241 2
222 223 2
222 242 2
223 224 5
223 243 2
224 225 3
224 244 1
225 226 4
225 245 1
226 227 4
226 246 1
227 228 5
227 247 2
228 229 2
228 248 2
229 230 4
229 249 2
230 231 5
230 250 4
231 232 3
231 251 5
232 233 2
232 252 4
233 234 3
233 253 3
234 235 5
234 254 1
235 236 1
235 255 2
236 237 3
236 256 4
237 238 5
237 257 5
238 239 5
238 258 5
239 240 2
239 259 3
240 260 3
241 242 3
241 261 5
242 243 1
242 262 4
243 244 4
243 263 2
244 245 1
244 264 3
245 246 2
245 265 3
246 247 1
246 266 3
247 248 2
247 267 2
248 249 2
248 268 5
249 250 5
249 269 3
250 251 2
250 270 2
251 252 4
251 271 4
252 253 1
252 272 3
253 254 1
253 273 2
254 255 2
254 274 3
255 256 5
255 275 2
256 257 1
256 276 1
257 258 2
257 277 5
258 259 4
258 278 1
259 260 3
259 279 1
260 280 2
261 262 2
261 281 1
262 263 2
262 282 1
263 264 4
263 283 4
264 265 1
264 284 5
265 266 1
265 285 3
266 267 1
266 286 3
267 268 2
267 287 5
268 269 4
268 288 1
269 270 5
269 289 3
270 271 3
270 290 1
271 272 5
271 291 4
272 273 1
272 292 5
273 274 5
273 293 2
274 275 3
274 294 3
275 276 2
275 295 4
276 277 3
276 296 5
277 278 5
277 297 5
278 279 1
278 298 2
279 280 5
279 299 5
280 300 5
281 282 2
281 301 2
282 283 1
282 302 5
283 284 1
283 303 5
284 285 5
284 304 5
285 286 4
285 305 2
286 287 4
286 306 2
287 288 5
287 307 3
288 289 5
288 308 3
289 290 3
289 309 1
290 291 4
290 310 1
291 292 1
291 311 5
292 293 3
292 312 4
293 294 4
293 313 5
294 295 2
294 314 3
295 296 3
295 315 5
296 297 3
296 316 2
297 298 1
297 317 5
298 299 1
298 318 5
299 300 5
299 319 5
300 320 1
301 302 2
301 321 3
302 303 4
302 322 2
303 304 2
303 323 2
304 305 3
304 324 1
305 306 2
305 325 2
306 307 4
306 326 4
307 308 5
307 327 1
308 309 4
308 328 3
309 310 2
309 329 5
310 311 3
310 330 1
311 312 4
311 331 4
312 313 3
312 332 5
313 314 5
313 333 4
314 315 1
314 334 2
315 316 2
315 335 2
316 317 4
316 336 4
317 318 1
317 337 2
318 319 3
318 338 5
319 320 1
319 339 3
320 340 3
321 322 1
321 341 5
322 323 1
322 342 5
323 324 4
323 343 2
324 325 1
324 344 3
325 326 3
325 345 5
326 327 5
326 346 5
327 328 3
327 347 2
328 329 2
328 348 5
329 330 1
329 349 3
330 331 2
330 350 1
331 332 1
331 351 2
332 333 3
332 352 4
333 334 3
333 353 4
334 335 4
334 354 4
335 336 1
335 355 1
336 337 3
336 356 1
337 338 2
337 357 4
338 339 5
338 358 1
339 340 5
339 359 2
340 360 5
341 342 4
341 361 2
342 343 4
342 362 4
343 344 4
343 363 2
344 345 2
344 364 1
345 346 2
345 365 1
346 347 4
346 366 5
347 348 2
347 367 3
348 349 4
348 368 5
349 350 1
349 369 5
350 351 1
350 370 1
351 352 4
351 371 4
352 353 1
352 372 3
353 354 5
353 373 4
354 355 5
354 374 4
355 356 3
355 375 3
356 357 5
356 376 4
357 358 4
357 377 1
358 359 5
358 378 5
359 360 3
359 379 1
360 380 4
361 362 3
361 381 2
362 363 5
362 382 5
363 364 4
363 383 1
364 365 3
364 384 4
365 366 5
365 385 3
366 367 5
366 386 1
367 368 3
367 387 2
368 369 3
368 388 1
369 370 4
369 389 2
370 371 3
370 390 2
371 372 2
371 391 5
372 373 1
372 392 5
373 374 5
373 393 1
