196 364
1 2 3
1 15 5
2 3 1
2 16 3
3 4 2
3 17 2
4 5 2
4 18 5
5 6 2
5 19 5
6 7 4
6 20 4
7 8 5
7 21 4
8 9 4
8 22 4
9 10 2
9 23 4
10 11 1
10 24 2
11 12 5
11 25 3
12 13 3
12 26 1
13 14 3
13 27 3
14 28 3
15 16 3
15 29 3
16 17 5
16 30 3
17 18 1
17 31 2
18 19 4
18 32 2
19 20 2
19 33 5
20 21 2
20 34 3
21 22 4
21 35 1
22 23 4
22 36 1
23 24 5
23 37 1
24 25 2
24 38 2
25 26 5
25 39 1
26 27 5
26 40 3
27 28 1
27 41 5
28 42 4
29 30 2
29 43 3
30 31 4
30 44 4
31 32 5
31 45 3
32 33 2
32 46 1
33 34 1
33 47 3
34 35 2
34 48 3
35 36 3
35 49 1
36 37 1
36 50 2
37 38 4
37 51 1
38 39 2
38 52 3
39 40 3
39 53 3
40 41 5
40 54 1
41 42 2
41 55 1
42 56 3
43 44 5
43 57 4
44 45 5
44 58 3
45 46 2
45 59 2
46 47 5
46 60 5
47 48 4
47 61 1
48 49 2
48 62 5
49 50 1
49 63 4
50 51 4
50 64 5
51 52 1
51 65 2
52 53 2
52 66 2
53 54 2
53 67 5
54 55 3
54 68 3
55 56 4
55 69 2
56 70 4
57 58 3
57 71 2
58 59 1
58 72 5
59 60 1
59 73 4
60 61 5
60 74 1
61 62 2
61 75 2
62 63 2
62 76 3
63 64 3
63 77 3
64 65 3
64 78 4
65 66 3
65 79 2
66 67 1
66 80 2
67 68 2
67 81 4
68 69 2
68 82 4
69 70 4
69 83 3
70 84 1
71 72 1
71 85 3
72 73 5
72 86 4
73 74 4
73 87 2
74 75 4
74 88 1
75 76 4
75 89 3
76 77 1
76 90 1
77 78 3
77 91 5
78 79 3
78 92 1
79 80 1
79 93 3
80 81 5
80 94 5
81 82 1
81 95 3
82 83 5
82 96 5
83 84 5
83 97 5
84 98 2
85 86 1
85 99 5
86 87 4
86 100 3
87 88 5
87 101 2
88 89 1
88 102 5
89 90 5
89 103 3
90 91 1
90 104 3
91 92 3
91 105 5
92 93 2
92 106 2
93 94 1
93 107 1
94 95 4
94 108 4
95 96 2
95 109 1
96 97 5
96 110 4
97 98 4
97 111 4
98 112 3
99 100 1
99 113 3
100 101 3
100 114 3
101 102 2
101 115 4
102 103 5
102 116 5
103 104 1
103 117 5
104 105 1
104 118 2
105 106 1
105 119 2
106 107 1
106 120 1
107 108 3
107 121 3
108 109 2
108 122 1
109 110 5
109 123 1
110 111 2
110 124 2
111 112 2
111 125 4
112 126 2
113 114 4
113 127 4
114 115 4
114 128 3
115 116 3
115 129 2
116 117 5
116 130 5
117 118 2
117 131 1
118 119 2
118 132 5
119 120 1
119 133 2
120 121 3
120 134 4
121 122 2
121 135 5
122 123 1
122 136 3
123 124 1
123 137 4
124 125 5
124 138 5
125 126 1
125 139 4
126 140 5
127 128 4
127 141 1
128 129 2
128 142 1
129 130 1
129 143 2
130 131 2
130 144 3
131 132 1
131 145 5
132 133 4
132 146 4
133 134 4
133 147 1
134 135 5
134 148 1
135 136 2
135 149 1
136 137 1
136 150 3
137 138 5
137 151 1
138 139 4
138 152 1
139 140 5
139 153 3
140 154 2
141 142 4
141 155 3
142 143 5
142 156 1
143 144 1
143 157 2
144 145 1
144 158 4
145 146 5
145 159 4
146 147 1
146 160 1
147 148 2
147 161 2
148 149 1
148 162 4
149 150 4
149 163 4
150 151 5
150 164 4
151 152 5
151 165 5
152 153 1
152 166 3
153 154 2
153 167 2
154 168 5
155 156 1
155 169 4
156 157 4
156 170 5
157 158 3
157 171 5
158 159 5
158 172 3
159 160 4
159 173 2
160 161 3
160 174 5
161 162 4
161 175 2
162 163 2
162 176 2
163 164 2
163 177 3
164 165 1
164 178 3
165 166 3
165 179 1
166 167 4
166 180 1
167 168 1
167 181 1
168 182 4
169 170 1
169 183 5
170 171 3
170 184 3
171 172 3
171 185 1
172 173 3
172 186 5
173 174 3
173 187 5
174 175 2
174 188 1
175 176 4
175 189 4
176 177 1
176 190 3
177 178 5
177 191 5
178 179 3
178 192 3
179 180 4
179 193 1
180 181 4
180 194 2
181 182 5
181 195 1
182 196 4
183 184 2
184 185 1
185 186 5
186 187 4
187 188 5
188 189 5
189 190 4
190 191 2
191 192 2
192 193 1
193 194 4
194 195 1
195 196 3
