49 84
1 2 3
1 8 2
2 3 2
2 9 1
3 4 5
3 10 2
4 5 2
4 11 3
5 6 5
5 12 2
6 7 3
6 13 2
7 14 4
8 9 5
8 15 3
9 10 4
9 16 4
10 11 4
10 17 4
11 12 1
11 18 4
12 13 2
12 19 2
13 14 5
13 20 4
14 21 3
15 16 5
15 22 5
16 17 4
16 23 1
17 18 3
17 24 2
18 19 2
18 25 3
19 20 5
19 26 3
20 21 5
20 27 4
21 28 3
22 23 2
22 29 5
23 24 1
23 30 4
24 25 1
24 31 3
25 26 4
25 32 2
26 27 5
26 33 1
27 28 2
27 34 1
28 35 3
29 30 4
29 36 3
30 31 3
30 37 1
31 32 5
31 38 4
32 33 2
32 39 3
33 34 1
33 40 1
34 35 4
34 41 3
35 42 2
36 37 5
36 43 2
37 38 1
37 44 5
38 39 5
38 45 2
39 40 1
39 46 4
40 41 4
40 47 4
41 42 2
41 48 1
42 49 2
43 44 3
44 45 2
45 46 4
46 47 1
47 48 2
48 49 1
