196 364
1 2 3
1 15 2
2 3 2
2 16 4
3 4 4
3 17 5
4 5 1
4 18 2
5 6 3
5 19 1
6 7 4
6 20 4
7 8 1
7 21 4
8 9 5
8 22 2
9 10 2
9 23 4
10 11 4
10 24 3
11 12 5
11 25 2
12 13 2
12 26 2
13 14 2
13 27 3
14 28 1
15 16 1
15 29 4
16 17 4
16 30 2
17 18 2
17 31 4
18 19 4
18 32 4
19 20 4
19 33 4
20 21 3
20 34 2
21 22 1
21 35 1
22 23 1
22 36 3
23 24 5
23 37 2
24 25 5
24 38 3
25 26 2
25 39 3
26 27 1
26 40 3
27 28 3
27 41 1
28 42 4
29 30 3
29 43 3
30 31 2
30 44 1
31 32 5
31 45 1
32 33 5
32 46 5
33 34 4
33 47 3
34 35 3
34 48 5
35 36 1
35 49 2
36 37 4
36 50 4
37 38 3
37 51 1
38 39 4
38 52 1
39 40 2
39 53 2
40 41 5
40 54 1
41 42 4
41 55 2
42 56 3
43 44 4
43 57 1
44 45 2
44 58 1
45 46 4
45 59 3
46 47 3
46 60 2
47 48 2
47 61 3
48 49 2
48 62 2
49 50 1
49 63 1
50 51 2
50 64 2
51 52 4
51 65 1
52 53 3
52 66 5
53 54 4
53 67 4
54 55 2
54 68 5
55 56 5
55 69 4
56 70 4
57 58 4
57 71 3
58 59 2
58 72 2
59 60 3
59 73 2
60 61 4
60 74 5
61 62 5
61 75 4
62 63 1
62 76 3
63 64 3
63 77 2
64 65 4
64 78 5
65 66 4
65 79 3
66 67 1
66 80 3
67 68 4
67 81 4
68 69 5
68 82 4
69 70 2
69 83 3
70 84 4
71 72 4
71 85 4
72 73 2
72 86 3
73 74 4
73 87 3
74 75 4
74 88 4
75 76 4
75 89 3
76 77 5
76 90 3
77 78 5
77 91 3
78 79 2
78 92 4
79 80 4
79 93 4
80 81 5
80 94 5
81 82 3
81 95 5
82 83 3
82 96 1
83 84 1
83 97 2
84 98 5
85 86 3
85 99 5
86 87 5
86 100 4
87 88 4
87 101 3
88 89 4
88 102 3
89 90 2
89 103 1
90 91 5
90 104 4
91 92 2
91 105 5
92 93 4
92 106 2
93 94 1
93 107 4
94 95 3
94 108 1
95 96 4
95 109 3
96 97 4
96 110 2
97 98 3
97 111 2
98 112 1
99 100 5
99 113 2
100 101 1
100 114 2
101 102 3
101 115 5
102 103 2
102 116 4
103 104 1
103 117 1
104 105 2
104 118 2
105 106 4
105 119 4
106 107 2
106 120 2
107 108 4
107 121 1
108 109 2
108 122 3
109 110 5
109 123 3
110 111 3
110 124 3
111 112 2
111 125 1
112 126 5
113 114 3
113 127 5
114 115 5
114 128 1
115 116 1
115 129 3
116 117 1
116 130 2
117 118 1
117 131 4
118 119 3
118 132 5
119 120 3
119 133 2
120 121 4
120 134 5
121 122 2
121 135 1
122 123 5
122 136 5
123 124 5
123 137 4
124 125 1
124 138 4
125 126 5
125 139 1
126 140 1
127 128 1
127 141 4
128 129 3
128 142 1
129 130 5
129 143 3
130 131 3
130 144 2
131 132 4
131 145 3
132 133 3
132 146 2
133 134 2
133 147 3
134 135 5
134 148 1
135 136 5
135 149 1
136 137 3
136 150 3
137 138 3
137 151 4
138 139 2
138 152 4
139 140 5
139 153 1
140 154 2
141 142 4
141 155 5
142 143 1
142 156 4
143 144 5
143 157 1
144 145 2
144 158 5
145 146 4
145 159 2
146 147 2
146 160 5
147 148 3
147 161 3
148 149 3
148 162 5
149 150 4
149 163 1
150 151 2
150 164 4
151 152 2
151 165 3
152 153 1
152 166 4
153 154 3
153 167 4
154 168 4
155 156 5
155 169 2
156 157 2
156 170 4
157 158 4
157 171 4
158 159 3
158 172 3
159 160 1
159 173 1
160 161 4
160 174 4
161 162 4
161 175 5
162 163 2
162 176 2
163 164 4
163 177 1
164 165 5
164 178 2
165 166 3
165 179 3
166 167 1
166 180 2
167 168 4
167 181 3
168 182 4
169 170 2
169 183 5
170 171 3
170 184 5
171 172 3
171 185 1
172 173 4
172 186 2
173 174 4
173 187 4
174 175 2
174 188 2
175 176 1
175 189 1
176 177 5
176 190 3
177 178 3
177 191 3
178 179 3
178 192 2
179 180 4
179 193 1
180 181 3
180 194 5
181 182 2
181 195 2
182 196 1
183 184 2
184 185 1
185 186 4
186 187 5
187 188 5
188 189 2
189 190 3
190 191 5
191 192 3
192 193 4
193 194 2
194 195 2
195 196 1
