49 84
1 2 1
1 8 2
2 3 5
2 9 3
3 4 3
3 10 1
4 5 2
4 11 4
5 6 5
5 12 3
6 7 3
6 13 1
7 14 5
8 9 5
8 15 4
9 10 2
9 16 1
10 11 2
10 17 3
11 12 4
11 18 2
12 13 2
12 19 1
13 14 3
13 20 3
14 21 4
15 16 2
15 22 5
16 17 5
16 23 2
17 18 4
17 24 4
18 19 1
18 25 1
19 20 1
19 26 5
20 21 2
20 27 2
21 28 3
22 23 4
22 29 5
23 24 2
23 30 2
24 25 1
24 31 4
25 26 5
25 32 2
26 27 4
26 33 5
27 28 1
27 34 3
28 35 3
29 30 1
29 36 1
30 31 1
30 37 2
31 32 2
31 38 2
32 33 3
32 39 4
33 34 4
33 40 1
34 35 3
34 41 4
35 42 1
36 37 5
36 43 4
37 38 2
37 44 5
38 39 5
38 45 2
39 40 2
39 46 1
40 41 1
40 47 3
41 42 3
41 48 1
42 49 5
43 44 1
44 45 3
45 46 3
46 47 3
47 48 1
48 49 1
