100 180
1 2 3
1 11 5
2 3 2
2 12 2
3 4 4
3 13 5
4 5 4
4 14 4
5 6 2
5 15 2
6 7 3
6 16 1
7 8 1
7 17 5
8 9 2
8 18 5
9 10 5
9 19 4
10 20 4
11 12 3
11 21 4
12 13 3
12 22 5
13 14 4
13 23 5
14 15 1
14 24 3
15 16 2
15 25 1
16 17 5
16 26 2
17 18 1
17 27 2
18 19 1
18 28 2
19 20 5
19 29 3
20 30 2
21 22 2
21 31 5
22 23 4
22 32 5
23 24 2
23 33 4
24 25 3
24 34 2
25 26 3
25 35 1
26 27 5
26 36 2
27 28 3
27 37 4
28 29 5
28 38 1
29 30 3
29 39 5
30 40 4
31 32 1
31 41 4
32 33 2
32 42 5
33 34 3
33 43 4
34 35 5
34 44 2
35 36 5
35 45 2
36 37 1
36 46 2
37 38 3
37 47 3
38 39 1
38 48 3
39 40 3
39 49 1
40 50 5
41 42 1
41 51 4
42 43 4
42 52 2
43 44 1
43 53 1
44 45 4
44 54 2
45 46 3
45 55 4
46 47 4
46 56 3
47 48 3
47 57 5
48 49 2
48 58 2
49 50 1
49 59 3
50 60 4
51 52 3
51 61 4
52 53 4
52 62 3
53 54 4
53 63 3
54 55 3
54 64 5
55 56 3
55 65 4
56 57 1
56 66 1
57 58 1
57 67 5
58 59 2
58 68 3
59 60 4
59 69 4
60 70 1
61 62 3
61 71 5
62 63 2
62 72 1
63 64 1
63 73 3
64 65 1
64 74 2
65 66 3
65 75 2
66 67 5
66 76 2
67 68 2
67 77 2
68 69 5
68 78 5
69 70 1
69 79 5
70 80 1
71 72 5
71 81 4
72 73 5
72 82 3
73 74 4
73 83 3
74 75 3
74 84 2
75 76 2
75 85 5
76 77 5
76 86 2
77 78 3
77 87 1
78 79 4
78 88 1
79 80 2
79 89 2
80 90 1
81 82 4
81 91 3
82 83 5
82 92 1
83 84 1
83 93 5
84 85 1
84 94 4
85 86 3
85 95 1
86 87 1
86 96 5
87 88 1
87 97 1
88 89 4
88 98 4
89 90 2
89 99 1
90 100 3
91 92 2
92 93 3
93 94 1
94 95 2
95 96 1
96 97 3
97 98 1
98 99 5
99 100 5
