100 180
1 2 5
1 11 2
2 3 4
2 12 3
3 4 1
3 13 4
4 5 1
4 14 5
5 6 1
5 15 4
6 7 5
6 16 4
7 8 3
7 17 4
8 9 1
8 18 1
9 10 5
9 19 2
10 20 1
11 12 5
11 21 4
12 13 5
12 22 5
13 14 4
13 23 5
14 15 1
14 24 3
15 16 3
15 25 2
16 17 5
16 26 2
17 18 4
17 27 2
18 19 5
18 28 5
19 20 5
19 29 4
20 30 2
21 22 1
21 31 2
22 23 1
22 32 1
23 24 5
23 33 1
24 25 3
24 34 4
25 26 3
25 35 3
26 27 4
26 36 3
27 28 5
27 37 3
28 29 4
28 38 1
29 30 3
29 39 4
30 40 5
31 32 5
31 41 1
32 33 5
32 42 3
33 34 4
33 43 2
34 35 2
34 44 1
35 36 4
35 45 1
36 37 1
36 46 5
37 38 4
37 47 1
38 39 3
38 48 4
39 40 3
39 49 5
40 50 1
41 42 2
41 51 1
42 43 3
42 52 1
43 44 3
43 53 2
44 45 3
44 54 3
45 46 5
45 55 5
46 47 1
46 56 3
47 48 2
47 57 5
48 49 3
48 58 3
49 50 1
49 59 3
50 60 2
51 52 4
51 61 2
52 53 3
52 62 4
53 54 1
53 63 4
54 55 3
54 64 3
55 56 5
55 65 4
56 57 4
56 66 3
57 58 3
57 67 3
58 59 3
58 68 5
59 60 2
59 69 1
60 70 4
61 62 5
61 71 4
62 63 3
62 72 1
63 64 3
63 73 5
64 65 3
64 74 3
65 66 2
65 75 4
66 67 2
66 76 3
67 68 4
67 77 5
68 69 2
68 78 1
69 70 3
69 79 4
70 80 1
71 72 1
71 81 5
72 73 5
72 82 1
73 74 1
73 83 3
74 75 3
74 84 4
75 76 2
75 85 2
76 77 1
76 86 4
77 78 2
77 87 1
78 79 5
78 88 2
79 80 3
79 89 1
80 90 1
81 82 1
81 91 3
82 83 2
82 92 2
83 84 2
83 93 2
84 85 4
84 94 5
85 86 4
85 95 5
86 87 3
86 96 3
87 88 5
87 97 4
88 89 3
88 98 3
89 90 2
89 99 1
90 100 5
91 92 2
92 93 2
93 94 4
94 95 1
95 96 1
96 97 4
97 98 1
98 99 5
99 100 3
