100 180
1 2 1
1 11 2
2 3 1
2 12 2
3 4 5
3 13 3
4 5 3
4 14 1
5 6 3
5 15 1
6 7 5
6 16 1
7 8 4
7 17 3
8 9 2
8 18 1
9 10 1
9 19 4
10 20 4
11 12 2
11 21 3
12 13 1
12 22 3
13 14 2
13 23 2
14 15 2
14 24 2
15 16 4
15 25 4
16 17 5
16 26 2
17 18 3
17 27 5
18 19 5
18 28 5
19 20 5
19 29 5
20 30 5
21 22 3
21 31 5
22 23 5
22 32 5
23 24 1
23 33 4
24 25 3
24 34 4
25 26 2
25 35 1
26 27 5
26 36 1
27 28 3
27 37 5
28 29 5
28 38 3
29 30 1
29 39 2
30 40 4
31 32 1
31 41 2
32 33 3
32 42 1
33 34 5
33 43 5
34 35 5
34 44 5
35 36 1
35 45 2
36 37 2
36 46 2
37 38 5
37 47 2
38 39 5
38 48 3
39 40 2
39 49 1
40 50 4
41 42 4
41 51 3
42 43 3
42 52 3
43 44 3
43 53 5
44 45 2
44 54 3
45 46 2
45 55 3
46 47 4
46 56 1
47 48 4
47 57 2
48 49 3
48 58 1
49 50 3
49 59 1
50 60 3
51 52 1
51 61 5
52 53 4
52 62 3
53 54 2
53 63 4
54 55 4
54 64 3
55 56 5
55 65 2
56 57 4
56 66 3
57 58 5
57 67 5
58 59 5
58 68 2
59 60 1
59 69 3
60 70 2
61 62 4
61 71 4
62 63 2
62 72 4
63 64 2
63 73 1
64 65 3
64 74 2
65 66 1
65 75 1
66 67 3
66 76 3
67 68 5
67 77 1
68 69 4
68 78 2
69 70 2
69 79 1
70 80 4
71 72 3
71 81 2
72 73 5
72 82 4
73 74 3
73 83 4
74 75 4
74 84 1
75 76 1
75 85 3
76 77 5
76 86 4
77 78 1
77 87 5
78 79 1
78 88 2
79 80 2
79 89 5
80 90 4
81 82 4
81 91 4
82 83 3
82 92 1
83 84 1
83 93 4
84 85 1
84 94 1
85 86 4
85 95 1
86 87 2
86 96 4
87 88 1
87 97 4
88 89 2
88 98 4
89 90 2
89 99 3
90 100 1
91 92 1
92 93 1
93 94 3
94 95 2
95 96 4
96 97 5
97 98 1
98 99 1
99 100 4
