50 1225
1 2 4
1 3 2
1 4 2
1 5 4
1 6 5
1 7 4
1 8 2
1 9 1
1 10 5
1 11 4
1 12 2
1 13 3
1 14 5
1 15 1
1 16 2
1 17 1
1 18 4
1 19 4
1 20 2
1 21 4
1 22 1
1 23 4
1 24 1
1 25 4
1 26 4
1 27 4
1 28 1
1 29 5
1 30 2
1 31 1
1 32 5
1 33 3
1 34 3
1 35 2
1 36 5
1 37 1
1 38 3
1 39 1
1 40 3
1 41 5
1 42 1
1 43 2
1 44 1
1 45 3
1 46 2
1 47 3
1 48 1
1 49 3
1 50 4
2 3 4
2 4 3
2 5 4
2 6 3
2 7 2
2 8 4
2 9 2
2 10 1
2 11 3
2 12 4
2 13 3
2 14 5
2 15 2
2 16 4
2 17 2
2 18 3
2 19 1
2 20 4
2 21 3
2 22 4
2 23 2
2 24 4
2 25 3
2 26 2
2 27 5
2 28 4
2 29 1
2 30 2
2 31 1
2 32 1
2 33 3
2 34 2
2 35 2
2 36 4
2 37 5
2 38 4
2 39 2
2 40 2
2 41 2
2 42 5
2 43 5
2 44 4
2 45 1
2 46 5
2 47 1
2 48 1
2 49 3
2 50 5
3 4 5
3 5 4
3 6 1
3 7 2
3 8 1
3 9 3
3 10 3
3 11 5
3 12 1
3 13 1
3 14 2
3 15 5
3 16 4
3 17 4
3 18 4
3 19 3
3 20 5
3 21 5
3 22 3
3 23 2
3 24 2
3 25 3
3 26 2
3 27 1
3 28 1
3 29 3
3 30 3
3 31 3
3 32 5
3 33 5
3 34 4
3 35 1
3 36 2
3 37 2
3 38 3
3 39 4
3 40 3
3 41 4
3 42 4
3 43 2
3 44 5
3 45 3
3 46 5
3 47 4
3 48 4
3 49 5
3 50 5
4 5 3
4 6 5
4 7 3
4 8 2
4 9 1
4 10 4
4 11 3
4 12 2
4 13 2
4 14 3
4 15 4
4 16 3
4 17 2
4 18 5
4 19 1
4 20 4
4 21 4
4 22 5
4 23 2
4 24 2
4 25 4
4 26 3
4 27 3
4 28 1
4 29 1
4 30 1
4 31 5
4 32 2
4 33 1
4 34 1
4 35 4
4 36 2
4 37 5
4 38 1
4 39 1
4 40 1
4 41 2
4 42 1
4 43 3
4 44 4
4 45 1
4 46 1
4 47 2
4 48 1
4 49 4
4 50 3
5 6 2
5 7 2
5 8 1
5 9 2
5 10 4
5 11 2
5 12 3
5 13 4
5 14 1
5 15 5
5 16 2
5 17 3
5 18 5
5 19 5
5 20 3
5 21 5
5 22 4
5 23 2
5 24 3
5 25 4
5 26 2
5 27 2
5 28 1
5 29 5
5 30 3
5 31 5
5 32 3
5 33 2
5 34 1
5 35 1
5 36 4
5 37 5
5 38 4
5 39 2
5 40 1
5 41 1
5 42 1
5 43 4
5 44 4
5 45 5
5 46 1
5 47 4
5 48 3
5 49 3
5 50 2
6 7 5
6 8 3
6 9 5
6 10 4
6 11 4
6 12 1
6 13 3
6 14 5
6 15 3
6 16 2
6 17 5
6 18 5
6 19 3
6 20 3
6 21 2
6 22 4
6 23 3
6 24 3
6 25 2
6 26 1
6 27 4
6 28 4
6 29 4
6 30 2
6 31 3
6 32 1
6 33 1
6 34 5
6 35 3
6 36 3
6 37 1
6 38 2
6 39 2
6 40 5
6 41 5
6 42 4
6 43 4
6 44 1
6 45 1
6 46 4
6 47 3
6 48 3
6 49 1
6 50 5
7 8 4
7 9 1
7 10 5
7 11 1
7 12 4
7 13 2
7 14 3
7 15 3
7 16 2
7 17 4
7 18 2
7 19 3
7 20 3
7 21 3
7 22 4
7 23 5
7 24 3
7 25 4
7 26 5
7 27 2
7 28 5
7 29 2
7 30 2
7 31 2
7 32 2
7 33 2
7 34 4
7 35 2
7 36 3
7 37 3
7 38 2
7 39 2
7 40 1
7 41 1
7 42 5
7 43 5
7 44 4
7 45 4
7 46 4
7 47 5
7 48 5
7 49 1
7 50 1
8 9 1
8 10 5
8 11 4
8 12 4
8 13 5
8 14 5
8 15 3
8 16 4
8 17 5
8 18 3
8 19 4
8 20 1
8 21 2
8 22 5
8 23 3
8 24 2
8 25 1
8 26 2
8 27 3
8 28 2
8 29 5
8 30 1
8 31 2
8 32 3
8 33 2
8 34 1
8 35 5
8 36 2
8 37 1
8 38 3
8 39 3
8 40 4
8 41 3
8 42 3
8 43 5
8 44 2
8 45 4
8 46 4
8 47 5
8 48 3
8 49 1
8 50 1
9 10 3
9 11 1
9 12 1
9 13 5
9 14 4
9 15 4
9 16 3
9 17 1
9 18 5
9 19 2
9 20 1
9 21 1
9 22 3
9 23 5
9 24 5
9 25 2
9 26 2
9 27 2
9 28 4
9 29 4
9 30 4
9 31 4
9 32 1
9 33 2
9 34 4
9 35 2
9 36 2
9 37 3
9 38 3
9 39 3
9 40 4
9 41 3
9 42 5
9 43 1
9 44 4
9 45 5
9 46 4
9 47 3
9 48 1
9 49 4
9 50 3
10 11 4
10 12 2
10 13 5
10 14 1
10 15 3
10 16 3
10 17 1
10 18 2
10 19 5
10 20 4
10 21 5
10 22 3
10 23 3
10 24 4
10 25 5
10 26 4
10 27 1
10 28 2
10 29 3
10 30 4
10 31 4
10 32 5
10 33 4
10 34 3
10 35 5
10 36 2
10 37 1
10 38 4
10 39 1
10 40 2
10 41 5
10 42 1
10 43 3
10 44 1
10 45 2
10 46 2
10 47 5
10 48 1
10 49 4
10 50 4
11 12 4
11 13 1
11 14 5
11 15 1
11 16 4
11 17 3
11 18 1
11 19 5
11 20 3
11 21 5
11 22 1
11 23 3
11 24 5
11 25 5
11 26 2
11 27 2
11 28 3
11 29 2
11 30 5
11 31 1
11 32 4
11 33 1
11 34 5
11 35 4
11 36 5
11 37 2
11 38 4
11 39 3
11 40 2
11 41 4
11 42 1
11 43 3
11 44 2
11 45 3
11 46 5
11 47 4
11 48 1
11 49 2
11 50 5
12 13 1
12 14 4
12 15 5
12 16 2
12 17 1
12 18 5
12 19 4
12 20 3
12 21 3
12 22 4
12 23 3
12 24 1
12 25 3
12 26 3
12 27 5
12 28 1
12 29 5
12 30 1
12 31 2
12 32 1
12 33 3
12 34 3
12 35 1
12 36 1
12 37 5
12 38 2
12 39 2
12 40 1
12 41 1
12 42 2
12 43 5
12 44 1
12 45 3
12 46 2
12 47 1
12 48 4
12 49 1
12 50 2
13 14 5
13 15 5
13 16 1
13 17 2
13 18 1
13 19 1
13 20 4
13 21 2
13 22 4
13 23 3
13 24 4
13 25 1
13 26 1
13 27 3
13 28 1
13 29 3
13 30 5
13 31 5
13 32 3
13 33 2
13 34 2
13 35 5
13 36 5
13 37 5
13 38 3
13 39 4
13 40 2
13 41 3
13 42 4
13 43 2
13 44 4
13 45 4
13 46 3
13 47 4
13 48 3
13 49 5
13 50 3
14 15 2
14 16 1
14 17 3
14 18 2
14 19 3
14 20 5
14 21 5
14 22 5
14 23 3
14 24 3
14 25 4
14 26 1
14 27 5
14 28 5
14 29 3
14 30 4
14 31 2
14 32 1
14 33 2
14 34 4
14 35 4
14 36 2
14 37 4
14 38 5
14 39 2
14 40 1
14 41 4
14 42 2
14 43 4
14 44 3
14 45 4
14 46 4
14 47 3
14 48 4
14 49 1
14 50 1
15 16 3
15 17 3
15 18 5
15 19 4
15 20 1
15 21 5
15 22 5
15 23 2
15 24 1
15 25 4
15 26 3
15 27 1
15 28 4
15 29 3
15 30 3
15 31 5
15 32 3
15 33 4
15 34 3
15 35 3
15 36 3
15 37 2
15 38 1
15 39 3
15 40 2
15 41 5
15 42 2
15 43 4
15 44 5
15 45 1
15 46 5
15 47 4
15 48 3
15 49 1
15 50 1
16 17 3
16 18 1
16 19 3
16 20 1
16 21 3
16 22 5
16 23 3
16 24 4
16 25 4
16 26 3
16 27 1
16 28 1
16 29 4
16 30 4
16 31 2
16 32 3
16 33 5
16 34 4
16 35 2
16 36 4
16 37 1
16 38 5
16 39 5
16 40 1
16 41 1
16 42 4
16 43 3
16 44 5
16 45 1
16 46 4
16 47 2
16 48 1
16 49 5
16 50 2
17 18 2
17 19 2
17 20 2
17 21 5
17 22 1
17 23 3
17 24 3
17 25 2
17 26 1
17 27 1
17 28 1
17 29 2
17 30 1
17 31 4
17 32 1
17 33 2
17 34 3
17 35 5
17 36 5
17 37 5
17 38 1
17 39 2
17 40 5
17 41 3
17 42 2
17 43 1
17 44 5
17 45 3
17 46 3
17 47 2
17 48 5
17 49 1
17 50 5
18 19 4
18 20 4
18 21 1
18 22 3
18 23 5
18 24 5
18 25 5
18 26 5
18 27 4
18 28 4
18 29 5
18 30 4
18 31 5
18 32 4
18 33 4
18 34 5
18 35 4
18 36 5
18 37 3
18 38 1
18 39 5
18 40 1
18 41 5
18 42 2
18 43 5
18 44 4
18 45 2
18 46 1
18 47 5
18 48 1
18 49 3
18 50 2
19 20 4
19 21 5
19 22 3
19 23 2
19 24 1
19 25 5
19 26 2
19 27 3
19 28 4
19 29 4
19 30 2
19 31 5
19 32 4
19 33 4
19 34 3
19 35 1
19 36 5
19 37 2
19 38 1
19 39 1
19 40 3
19 41 2
19 42 1
19 43 5
19 44 3
19 45 3
19 46 4
19 47 3
19 48 4
19 49 5
19 50 2
20 21 5
20 22 1
20 23 3
20 24 3
20 25 4
20 26 3
20 27 2
20 28 5
20 29 3
20 30 1
20 31 1
20 32 2
20 33 3
20 34 3
20 35 2
20 36 4
20 37 5
20 38 1
20 39 5
20 40 5
20 41 3
20 42 4
20 43 4
20 44 5
20 45 2
20 46 3
20 47 4
20 48 2
20 49 4
20 50 2
21 22 4
21 23 5
21 24 2
21 25 3
21 26 5
21 27 3
21 28 3
21 29 2
21 30 3
21 31 4
21 32 2
21 33 3
21 34 3
21 35 2
21 36 1
21 37 3
21 38 2
21 39 1
21 40 1
21 41 4
21 42 4
21 43 3
21 44 1
21 45 2
21 46 2
21 47 5
21 48 4
21 49 4
21 50 5
22 23 1
22 24 3
22 25 3
22 26 2
22 27 4
22 28 4
22 29 4
22 30 4
22 31 4
22 32 1
22 33 2
22 34 3
22 35 1
22 36 2
22 37 4
22 38 3
22 39 1
22 40 5
22 41 3
22 42 3
22 43 3
22 44 2
22 45 1
22 46 4
22 47 2
22 48 1
22 49 1
22 50 2
23 24 3
23 25 3
23 26 1
23 27 3
23 28 1
23 29 2
23 30 4
23 31 5
23 32 2
23 33 1
23 34 2
23 35 3
23 36 1
23 37 3
23 38 2
23 39 4
23 40 3
23 41 5
23 42 3
23 43 3
23 44 5
23 45 1
23 46 1
23 47 5
23 48 3
23 49 3
23 50 1
24 25 3
24 26 1
24 27 1
24 28 3
24 29 1
24 30 5
24 31 3
24 32 2
24 33 1
24 34 5
24 35 2
24 36 1
24 37 2
24 38 5
24 39 1
24 40 4
24 41 4
24 42 5
24 43 2
24 44 4
24 45 5
24 46 1
24 47 1
24 48 3
24 49 5
24 50 4
25 26 1
25 27 1
25 28 5
25 29 5
25 30 5
25 31 5
25 32 3
25 33 4
25 34 1
25 35 4
25 36 3
25 37 2
25 38 4
25 39 5
25 40 3
25 41 1
25 42 5
25 43 5
25 44 4
25 45 3
25 46 5
25 47 1
25 48 3
25 49 2
25 50 2
26 27 2
26 28 4
26 29 3
26 30 4
26 31 1
26 32 3
26 33 3
26 34 3
26 35 5
26 36 2
26 37 5
26 38 4
26 39 5
26 40 1
26 41 3
26 42 1
26 43 1
26 44 3
26 45 3
26 46 5
26 47 2
26 48 5
26 49 4
26 50 4
27 28 2
27 29 2
27 30 3
27 31 3
27 32 2
27 33 1
27 34 1
27 35 5
27 36 4
27 37 2
27 38 1
27 39 2
27 40 1
27 41 1
27 42 1
27 43 2
27 44 1
27 45 4
27 46 3
27 47 5
27 48 5
27 49 1
27 50 3
28 29 1
28 30 2
28 31 4
28 32 5
28 33 5
28 34 4
28 35 2
28 36 3
28 37 2
28 38 2
28 39 4
28 40 5
28 41 4
28 42 1
28 43 4
28 44 1
28 45 4
28 46 4
28 47 3
28 48 1
28 49 4
28 50 3
29 30 5
29 31 3
29 32 3
29 33 4
29 34 4
29 35 5
29 36 3
29 37 1
29 38 3
29 39 5
29 40 3
29 41 4
29 42 1
29 43 4
29 44 2
29 45 5
29 46 5
29 47 4
29 48 2
29 49 1
29 50 4
30 31 5
30 32 3
30 33 5
30 34 4
30 35 3
30 36 5
30 37 2
30 38 3
30 39 5
30 40 5
30 41 5
30 42 1
30 43 3
30 44 2
30 45 5
30 46 3
30 47 4
30 48 2
30 49 4
30 50 4
31 32 4
31 33 4
31 34 5
31 35 1
31 36 3
31 37 3
31 38 3
31 39 4
31 40 1
31 41 4
31 42 2
31 43 1
31 44 3
31 45 1
31 46 1
31 47 2
31 48 5
31 49 1
31 50 1
32 33 1
32 34 1
32 35 3
32 36 4
32 37 3
32 38 2
32 39 1
32 40 1
32 41 2
32 42 5
32 43 3
32 44 1
32 45 4
32 46 1
32 47 2
32 48 4
32 49 4
32 50 5
33 34 1
33 35 1
33 36 4
33 37 4
33 38 1
33 39 4
33 40 5
33 41 2
33 42 2
33 43 2
33 44 3
33 45 4
33 46 2
33 47 4
33 48 2
33 49 2
33 50 5
34 35 3
34 36 3
34 37 2
34 38 4
34 39 1
34 40 1
34 41 5
34 42 1
34 43 2
34 44 2
34 45 2
34 46 5
34 47 1
34 48 3
34 49 1
34 50 1
35 36 1
35 37 1
35 38 3
35 39 1
35 40 4
35 41 1
35 42 1
35 43 4
35 44 5
35 45 3
35 46 3
35 47 4
35 48 5
35 49 1
35 50 2
36 37 3
36 38 3
36 39 1
36 40 2
36 41 2
36 42 4
36 43 5
36 44 5
36 45 1
36 46 1
36 47 2
36 48 1
36 49 3
36 50 1
37 38 5
37 39 1
37 40 2
37 41 3
37 42 5
37 43 1
37 44 4
37 45 4
37 46 4
37 47 1
37 48 4
37 49 5
37 50 2
38 39 4
38 40 5
38 41 4
38 42 2
38 43 5
38 44 4
38 45 3
38 46 2
38 47 5
38 48 4
38 49 2
38 50 5
39 40 1
39 41 3
39 42 1
39 43 3
39 44 1
39 45 3
39 46 5
39 47 5
39 48 3
39 49 1
39 50 2
40 41 5
40 42 5
40 43 1
40 44 3
40 45 2
40 46 2
40 47 3
40 48 5
40 49 1
40 50 2
41 42 4
41 43 1
41 44 1
41 45 5
41 46 4
41 47 3
41 48 2
41 49 2
41 50 1
42 43 4
42 44 2
42 45 5
42 46 4
42 47 5
42 48 1
42 49 3
42 50 5
43 44 3
43 45 2
43 46 4
43 47 5
43 48 3
43 49 5
43 50 2
44 45 3
44 46 3
44 47 4
44 48 4
44 49 5
44 50 3
45 46 2
45 47 4
45 48 1
45 49 2
45 50 2
46 47 4
46 48 2
46 49 1
46 50 1
47 48 2
47 49 5
47 50 1
48 49 2
48 50 4
49 50 4
