25 300
1 2 5
1 3 3
1 4 2
1 5 4
1 6 3
1 7 2
1 8 4
1 9 3
1 10 3
1 11 3
1 12 5
1 13 3
1 14 4
1 15 2
1 16 1
1 17 2
1 18 3
1 19 3
1 20 4
1 21 1
1 22 3
1 23 5
1 24 1
1 25 2
2 3 3
2 4 4
2 5 5
2 6 2
2 7 5
2 8 1
2 9 1
2 10 1
2 11 2
2 12 4
2 13 4
2 14 2
2 15 4
2 16 4
2 17 5
2 18 1
2 19 4
2 20 2
2 21 4
2 22 5
2 23 1
2 24 3
2 25 1
3 4 1
3 5 2
3 6 1
3 7 4
3 8 1
3 9 1
3 10 2
3 11 3
3 12 1
3 13 2
3 14 5
3 15 2
3 16 1
3 17 2
3 18 5
3 19 4
3 20 2
3 21 3
3 22 3
3 23 3
3 24 2
3 25 1
4 5 2
4 6 1
4 7 3
4 8 1
4 9 1
4 10 2
4 11 3
4 12 1
4 13 1
4 14 5
4 15 3
4 16 3
4 17 4
4 18 2
4 19 3
4 20 5
4 21 1
4 22 3
4 23 2
4 24 5
4 25 4
5 6 4
5 7 2
5 8 2
5 9 3
5 10 5
5 11 2
5 12 2
5 13 3
5 14 5
5 15 1
5 16 1
5 17 2
5 18 1
5 19 4
5 20 5
5 21 2
5 22 5
5 23 3
5 24 3
5 25 1
6 7 4
6 8 4
6 9 2
6 10 4
6 11 3
6 12 5
6 13 2
6 14 2
6 15 2
6 16 1
6 17 4
6 18 1
6 19 2
6 20 1
6 21 1
6 22 4
6 23 2
6 24 3
6 25 3
7 8 5
7 9 2
7 10 3
7 11 1
7 12 3
7 13 3
7 14 1
7 15 1
7 16 5
7 17 3
7 18 4
7 19 3
7 20 2
7 21 2
7 22 1
7 23 3
7 24 4
7 25 5
8 9 5
8 10 5
8 11 1
8 12 3
8 13 2
8 14 1
8 15 4
8 16 3
8 17 1
8 18 4
8 19 2
8 20 4
8 21 4
8 22 1
8 23 2
8 24 5
8 25 5
9 10 5
9 11 2
9 12 4
9 13 3
9 14 2
9 15 2
9 16 5
9 17 4
9 18 5
9 19 5
9 20 3
9 21 2
9 22 2
9 23 2
9 24 4
9 25 3
10 11 5
10 12 1
10 13 2
10 14 2
10 15 1
10 16 3
10 17 5
10 18 1
10 19 2
10 20 1
10 21 3
10 22 1
10 23 2
10 24 2
10 25 1
11 12 4
11 13 2
11 14 3
11 15 1
11 16 3
11 17 3
11 18 5
11 19 5
11 20 3
11 21 3
11 22 1
11 23 2
11 24 4
11 25 4
12 13 5
12 14 3
12 15 1
12 16 2
12 17 2
12 18 2
12 19 5
12 20 3
12 21 2
12 22 1
12 23 5
12 24 2
12 25 1
13 14 2
13 15 1
13 16 5
13 17 4
13 18 3
13 19 3
13 20 5
13 21 1
13 22 4
13 23 5
13 24 4
13 25 1
14 15 3
14 16 1
14 17 5
14 18 4
14 19 3
14 20 3
14 21 3
14 22 1
14 23 1
14 24 2
14 25 3
15 16 3
15 17 4
15 18 5
15 19 2
15 20 4
15 21 2
15 22 3
15 23 3
15 24 1
15 25 2
16 17 2
16 18 4
16 19 3
16 20 3
16 21 1
16 22 3
16 23 2
16 24 2
16 25 5
17 18 3
17 19 5
17 20 3
17 21 4
17 22 3
17 23 1
17 24 2
17 25 5
18 19 5
18 20 1
18 21 1
18 22 4
18 23 4
18 24 3
18 25 1
19 20 1
19 21 5
19 22 5
19 23 3
19 24 5
19 25 5
20 21 5
20 22 2
20 23 1
20 24 5
20 25 2
21 22 4
21 23 1
21 24 5
21 25 1
22 23 2
22 24 3
22 25 4
23 24 1
23 25 5
24 25 2
