25 300
1 2 4
1 3 1
1 4 2
1 5 5
1 6 2
1 7 5
1 8 5
1 9 2
1 10 3
1 11 3
1 12 2
1 13 1
1 14 3
1 15 4
1 16 1
1 17 1
1 18 3
1 19 1
1 20 1
1 21 2
1 22 5
1 23 2
1 24 2
1 25 1
2 3 1
2 4 3
2 5 3
2 6 2
2 7 4
2 8 5
2 9 4
2 10 1
2 11 3
2 12 3
2 13 5
2 14 5
2 15 2
2 16 5
2 17 1
2 18 1
2 19 1
2 20 4
2 21 3
2 22 5
2 23 4
2 24 2
2 25 2
3 4 2
3 5 5
3 6 2
3 7 1
3 8 5
3 9 3
3 10 5
3 11 1
3 12 4
3 13 1
3 14 3
3 15 5
3 16 4
3 17 4
3 18 3
3 19 1
3 20 1
3 21 4
3 22 3
3 23 3
3 24 1
3 25 2
4 5 2
4 6 2
4 7 3
4 8 2
4 9 1
4 10 4
4 11 1
4 12 4
4 13 3
4 14 1
4 15 4
4 16 5
4 17 2
4 18 5
4 19 4
4 20 4
4 21 3
4 22 3
4 23 1
4 24 4
4 25 1
5 6 3
5 7 2
5 8 5
5 9 3
5 10 3
5 11 3
5 12 3
5 13 1
5 14 3
5 15 5
5 16 4
5 17 5
5 18 4
5 19 3
5 20 2
5 21 4
5 22 5
5 23 1
5 24 1
5 25 1
6 7 3
6 8 5
6 9 2
6 10 3
6 11 3
6 12 4
6 13 2
6 14 3
6 15 3
6 16 2
6 17 3
6 18 3
6 19 1
6 20 4
6 21 1
6 22 5
6 23 5
6 24 5
6 25 1
7 8 1
7 9 3
7 10 2
7 11 2
7 12 3
7 13 1
7 14 2
7 15 1
7 16 4
7 17 2
7 18 3
7 19 1
7 20 5
7 21 5
7 22 5
7 23 3
7 24 5
7 25 1
8 9 1
8 10 5
8 11 2
8 12 3
8 13 2
8 14 4
8 15 1
8 16 1
8 17 3
8 18 3
8 19 5
8 20 4
8 21 3
8 22 1
8 23 1
8 24 5
8 25 4
9 10 2
9 11 4
9 12 3
9 13 3
9 14 3
9 15 5
9 16 4
9 17 4
9 18 4
9 19 2
9 20 4
9 21 3
9 22 1
9 23 4
9 24 5
9 25 5
10 11 1
10 12 1
10 13 5
10 14 3
10 15 2
10 16 3
10 17 3
10 18 2
10 19 5
10 20 5
10 21 2
10 22 5
10 23 3
10 24 2
10 25 2
11 12 1
11 13 4
11 14 1
11 15 5
11 16 2
11 17 4
11 18 1
11 19 3
11 20 4
11 21 5
11 22 5
11 23 3
11 24 4
11 25 3
12 13 4
12 14 2
12 15 2
12 16 3
12 17 4
12 18 2
12 19 3
12 20 2
12 21 3
12 22 4
12 23 5
12 24 3
12 25 3
13 14 3
13 15 5
13 16 2
13 17 2
13 18 4
13 19 5
13 20 3
13 21 4
13 22 4
13 23 3
13 24 1
13 25 5
14 15 2
14 16 3
14 17 4
14 18 3
14 19 3
14 20 4
14 21 3
14 22 3
14 23 4
14 24 5
14 25 1
15 16 2
15 17 2
15 18 1
15 19 1
15 20 1
15 21 4
15 22 2
15 23 5
15 24 5
15 25 1
16 17 5
16 18 2
16 19 1
16 20 2
16 21 2
16 22 5
16 23 2
16 24 4
16 25 5
17 18 1
17 19 5
17 20 5
17 21 3
17 22 4
17 23 2
17 24 1
17 25 5
18 19 3
18 20 2
18 21 4
18 22 3
18 23 1
18 24 5
18 25 5
19 20 5
19 21 2
19 22 5
19 23 5
19 24 1
19 25 4
20 21 4
20 22 5
20 23 4
20 24 5
20 25 1
21 22 2
21 23 2
21 24 5
21 25 4
22 23 1
22 24 5
22 25 2
23 24 5
23 25 3
24 25 5
