25 300
1 2 3
1 3 5
1 4 4
1 5 3
1 6 4
1 7 4
1 8 3
1 9 5
1 10 3
1 11 4
1 12 3
1 13 1
1 14 3
1 15 2
1 16 1
1 17 2
1 18 1
1 19 5
1 20 3
1 21 5
1 22 1
1 23 5
1 24 2
1 25 1
2 3 2
2 4 3
2 5 5
2 6 5
2 7 1
2 8 5
2 9 3
2 10 2
2 11 4
2 12 1
2 13 5
2 14 1
2 15 5
2 16 1
2 17 5
2 18 2
2 19 1
2 20 4
2 21 1
2 22 1
2 23 5
2 24 1
2 25 4
3 4 1
3 5 3
3 6 4
3 7 1
3 8 5
3 9 2
3 10 1
3 11 3
3 12 3
3 13 5
3 14 2
3 15 4
3 16 2
3 17 3
3 18 5
3 19 1
3 20 4
3 21 3
3 22 4
3 23 4
3 24 2
3 25 1
4 5 3
4 6 5
4 7 3
4 8 3
4 9 5
4 10 2
4 11 4
4 12 1
4 13 1
4 14 5
4 15 1
4 16 3
4 17 4
4 18 4
4 19 5
4 20 4
4 21 5
4 22 2
4 23 2
4 24 5
4 25 4
5 6 4
5 7 5
5 8 2
5 9 5
5 10 3
5 11 4
5 12 5
5 13 2
5 14 2
5 15 5
5 16 2
5 17 4
5 18 3
5 19 3
5 20 5
5 21 4
5 22 1
5 23 3
5 24 2
5 25 1
6 7 2
6 8 1
6 9 3
6 10 4
6 11 2
6 12 3
6 13 1
6 14 5
6 15 2
6 16 1
6 17 2
6 18 4
6 19 5
6 20 5
6 21 4
6 22 5
6 23 5
6 24 5
6 25 1
7 8 2
7 9 1
7 10 5
7 11 5
7 12 2
7 13 3
7 14 1
7 15 2
7 16 4
7 17 5
7 18 3
7 19 2
7 20 1
7 21 1
7 22 5
7 23 1
7 24 3
7 25 2
8 9 5
8 10 1
8 11 2
8 12 5
8 13 4
8 14 5
8 15 5
8 16 3
8 17 2
8 18 2
8 19 3
8 20 1
8 21 2
8 22 1
8 23 1
8 24 2
8 25 3
9 10 4
9 11 3
9 12 4
9 13 1
9 14 4
9 15 5
9 16 1
9 17 2
9 18 5
9 19 5
9 20 3
9 21 4
9 22 3
9 23 2
9 24 5
9 25 3
10 11 5
10 12 3
10 13 2
10 14 5
10 15 5
10 16 5
10 17 2
10 18 1
10 19 4
10 20 3
10 21 1
10 22 5
10 23 1
10 24 4
10 25 5
11 12 4
11 13 2
11 14 4
11 15 4
11 16 4
11 17 4
11 18 1
11 19 3
11 20 5
11 21 2
11 22 3
11 23 1
11 24 2
11 25 1
12 13 4
12 14 1
12 15 3
12 16 3
12 17 1
12 18 1
12 19 3
12 20 4
12 21 5
12 22 5
12 23 3
12 24 2
12 25 2
13 14 1
13 15 4
13 16 2
13 17 5
13 18 3
13 19 1
13 20 3
13 21 5
13 22 3
13 23 1
13 24 2
13 25 3
14 15 3
14 16 1
14 17 3
14 18 5
14 19 4
14 20 4
14 21 2
14 22 5
14 23 1
14 24 2
14 25 1
15 16 4
15 17 1
15 18 5
15 19 4
15 20 4
15 21 1
15 22 1
15 23 3
15 24 2
15 25 1
16 17 1
16 18 2
16 19 4
16 20 1
16 21 3
16 22 5
16 23 1
16 24 2
16 25 2
17 18 2
17 19 2
17 20 3
17 21 3
17 22 1
17 23 2
17 24 4
17 25 4
18 19 3
18 20 4
18 21 4
18 22 4
18 23 3
18 24 5
18 25 1
19 20 4
19 21 2
19 22 1
19 23 4
19 24 2
19 25 3
20 21 5
20 22 2
20 23 2
20 24 5
20 25 1
21 22 1
21 23 2
21 24 3
21 25 5
22 23 2
22 24 3
22 25 1
23 24 3
23 25 1
24 25 5
