50 1225
1 2 3
1 3 2
1 4 4
1 5 4
1 6 5
1 7 2
1 8 4
1 9 5
1 10 2
1 11 4
1 12 5
1 13 1
1 14 5
1 15 2
1 16 5
1 17 2
1 18 3
1 19 4
1 20 3
1 21 3
1 22 3
1 23 1
1 24 1
1 25 4
1 26 2
1 27 3
1 28 3
1 29 2
1 30 3
1 31 5
1 32 4
1 33 4
1 34 2
1 35 4
1 36 2
1 37 4
1 38 5
1 39 3
1 40 2
1 41 5
1 42 3
1 43 5
1 44 4
1 45 3
1 46 2
1 47 5
1 48 1
1 49 3
1 50 3
2 3 1
2 4 4
2 5 1
2 6 1
2 7 1
2 8 5
2 9 1
2 10 5
2 11 3
2 12 3
2 13 4
2 14 3
2 15 4
2 16 1
2 17 3
2 18 5
2 19 3
2 20 3
2 21 4
2 22 5
2 23 4
2 24 2
2 25 4
2 26 4
2 27 4
2 28 3
2 29 5
2 30 1
2 31 4
2 32 4
2 33 2
2 34 5
2 35 3
2 36 3
2 37 2
2 38 3
2 39 3
2 40 5
2 41 5
2 42 1
2 43 2
2 44 1
2 45 2
2 46 5
2 47 1
2 48 4
2 49 4
2 50 4
3 4 3
3 5 4
3 6 1
3 7 3
3 8 2
3 9 3
3 10 3
3 11 4
3 12 5
3 13 2
3 14 4
3 15 2
3 16 3
3 17 2
3 18 4
3 19 4
3 20 5
3 21 2
3 22 3
3 23 2
3 24 5
3 25 3
3 26 1
3 27 5
3 28 4
3 29 2
3 30 1
3 31 4
3 32 3
3 33 1
3 34 4
3 35 2
3 36 2
3 37 1
3 38 4
3 39 4
3 40 2
3 41 4
3 42 3
3 43 1
3 44 3
3 45 4
3 46 3
3 47 1
3 48 3
3 49 1
3 50 5
4 5 2
4 6 3
4 7 4
4 8 5
4 9 5
4 10 3
4 11 4
4 12 2
4 13 4
4 14 5
4 15 1
4 16 3
4 17 3
4 18 1
4 19 5
4 20 3
4 21 3
4 22 2
4 23 2
4 24 4
4 25 2
4 26 2
4 27 1
4 28 2
4 29 5
4 30 5
4 31 3
4 32 5
4 33 2
4 34 5
4 35 1
4 36 1
4 37 5
4 38 4
4 39 5
4 40 1
4 41 2
4 42 1
4 43 4
4 44 2
4 45 4
4 46 2
4 47 5
4 48 1
4 49 3
4 50 2
5 6 3
5 7 3
5 8 1
5 9 4
5 10 2
5 11 1
5 12 5
5 13 1
5 14 1
5 15 3
5 16 2
5 17 3
5 18 1
5 19 4
5 20 2
5 21 1
5 22 5
5 23 2
5 24 3
5 25 4
5 26 5
5 27 1
5 28 2
5 29 4
5 30 5
5 31 2
5 32 4
5 33 3
5 34 4
5 35 2
5 36 2
5 37 4
5 38 2
5 39 3
5 40 5
5 41 5
5 42 1
5 43 3
5 44 3
5 45 3
5 46 3
5 47 1
5 48 2
5 49 4
5 50 5
6 7 5
6 8 4
6 9 5
6 10 1
6 11 4
6 12 5
6 13 5
6 14 5
6 15 5
6 16 4
6 17 4
6 18 5
6 19 3
6 20 4
6 21 2
6 22 5
6 23 1
6 24 4
6 25 3
6 26 5
6 27 5
6 28 1
6 29 3
6 30 4
6 31 4
6 32 3
6 33 3
6 34 3
6 35 4
6 36 1
6 37 3
6 38 5
6 39 5
6 40 4
6 41 5
6 42 2
6 43 1
6 44 4
6 45 1
6 46 2
6 47 5
6 48 1
6 49 2
6 50 1
7 8 5
7 9 2
7 10 2
7 11 3
7 12 4
7 13 3
7 14 4
7 15 5
7 16 2
7 17 2
7 18 1
7 19 5
7 20 2
7 21 5
7 22 1
7 23 4
7 24 5
7 25 2
7 26 2
7 27 4
7 28 3
7 29 1
7 30 1
7 31 1
7 32 2
7 33 3
7 34 1
7 35 4
7 36 5
7 37 3
7 38 5
7 39 1
7 40 3
7 41 5
7 42 5
7 43 5
7 44 3
7 45 1
7 46 2
7 47 5
7 48 4
7 49 5
7 50 2
8 9 1
8 10 3
8 11 4
8 12 3
8 13 3
8 14 4
8 15 4
8 16 1
8 17 2
8 18 3
8 19 3
8 20 1
8 21 2
8 22 2
8 23 1
8 24 2
8 25 1
8 26 2
8 27 4
8 28 5
8 29 4
8 30 2
8 31 4
8 32 3
8 33 5
8 34 1
8 35 2
8 36 2
8 37 5
8 38 1
8 39 1
8 40 5
8 41 2
8 42 1
8 43 3
8 44 4
8 45 1
8 46 1
8 47 2
8 48 5
8 49 3
8 50 3
9 10 4
9 11 1
9 12 4
9 13 3
9 14 4
9 15 3
9 16 2
9 17 5
9 18 3
9 19 3
9 20 2
9 21 5
9 22 4
9 23 3
9 24 5
9 25 4
9 26 1
9 27 1
9 28 3
9 29 5
9 30 1
9 31 4
9 32 3
9 33 4
9 34 5
9 35 1
9 36 3
9 37 3
9 38 5
9 39 3
9 40 2
9 41 5
9 42 5
9 43 5
9 44 4
9 45 2
9 46 4
9 47 2
9 48 5
9 49 1
9 50 3
10 11 5
10 12 4
10 13 4
10 14 4
10 15 3
10 16 4
10 17 3
10 18 3
10 19 3
10 20 4
10 21 4
10 22 1
10 23 1
10 24 5
10 25 4
10 26 1
10 27 4
10 28 4
10 29 2
10 30 4
10 31 2
10 32 4
10 33 1
10 34 2
10 35 5
10 36 2
10 37 3
10 38 1
10 39 4
10 40 4
10 41 4
10 42 3
10 43 3
10 44 2
10 45 5
10 46 1
10 47 4
10 48 1
10 49 1
10 50 2
11 12 1
11 13 3
11 14 1
11 15 2
11 16 5
11 17 4
11 18 5
11 19 5
11 20 1
11 21 2
11 22 1
11 23 5
11 24 2
11 25 3
11 26 5
11 27 3
11 28 3
11 29 4
11 30 5
11 31 2
11 32 2
11 33 1
11 34 1
11 35 3
11 36 4
11 37 5
11 38 3
11 39 3
11 40 2
11 41 1
11 42 2
11 43 2
11 44 5
11 45 3
11 46 5
11 47 2
11 48 1
11 49 2
11 50 3
12 13 4
12 14 3
12 15 3
12 16 1
12 17 1
12 18 1
12 19 4
12 20 2
12 21 2
12 22 1
12 23 1
12 24 3
12 25 3
12 26 2
12 27 3
12 28 1
12 29 2
12 30 3
12 31 1
12 32 4
12 33 4
12 34 2
12 35 3
12 36 5
12 37 4
12 38 4
12 39 2
12 40 4
12 41 5
12 42 1
12 43 4
12 44 4
12 45 1
12 46 3
12 47 1
12 48 1
12 49 3
12 50 2
13 14 2
13 15 2
13 16 1
13 17 4
13 18 4
13 19 2
13 20 1
13 21 5
13 22 1
13 23 4
13 24 3
13 25 3
13 26 4
13 27 4
13 28 3
13 29 5
13 30 3
13 31 1
13 32 1
13 33 4
13 34 4
13 35 4
13 36 1
13 37 2
13 38 2
13 39 1
13 40 1
13 41 5
13 42 5
13 43 3
13 44 5
13 45 2
13 46 1
13 47 4
13 48 3
13 49 3
13 50 2
14 15 2
14 16 1
14 17 5
14 18 3
14 19 5
14 20 3
14 21 3
14 22 4
14 23 2
14 24 1
14 25 4
14 26 4
14 27 5
14 28 2
14 29 2
14 30 2
14 31 2
14 32 3
14 33 3
14 34 3
14 35 5
14 36 3
14 37 1
14 38 2
14 39 1
14 40 2
14 41 4
14 42 4
14 43 3
14 44 2
14 45 1
14 46 1
14 47 2
14 48 3
14 49 1
14 50 2
15 16 5
15 17 2
15 18 3
15 19 4
15 20 4
15 21 1
15 22 2
15 23 3
15 24 1
15 25 2
15 26 1
15 27 4
15 28 4
15 29 5
15 30 3
15 31 1
15 32 1
15 33 4
15 34 1
15 35 3
15 36 1
15 37 1
15 38 2
15 39 1
15 40 1
15 41 4
15 42 1
15 43 3
15 44 2
15 45 4
15 46 1
15 47 3
15 48 1
15 49 5
15 50 5
16 17 3
16 18 3
16 19 2
16 20 3
16 21 1
16 22 1
16 23 3
16 24 3
16 25 5
16 26 2
16 27 1
16 28 4
16 29 1
16 30 5
16 31 3
16 32 4
16 33 3
16 34 1
16 35 4
16 36 1
16 37 1
16 38 5
16 39 1
16 40 5
16 41 4
16 42 2
16 43 1
16 44 1
16 45 5
16 46 3
16 47 3
16 48 2
16 49 5
16 50 3
17 18 2
17 19 4
17 20 1
17 21 4
