dimensionality, num_edges, population_size,success_rate, min, 10th_percentile,50th_percentile,90th_percentile, max
12,66,500,1.0,1007,1007.0,1208.0,1208.0,1208
50,1225,500,0.0,100000,100000.0,100000.0,100000.0,100000
12,66,500,1.0,296,296.0,911.5,1016.0,1216
50,1225,500,0.0,100000,100000.0,100000.0,100000.0,100000
12,66,500,1.0,186,497.9,1027.5,2005.0,2048
50,1225,500,0.05,10118,100000.0,100000.0,100000.0,100000
50,1225,500,0.0,100000,100000.0,100000.0,100000.0,100000
25,300,500,0.15,4660,6146.6,100000.0,100000.0,100000
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
25,300,500,0.8,3503,3752.5,5265.5,100000.0,100000
6,15,500,1.0,6,7.9,35.0,70.60000000000005,133
50,1225,500,0.05,11567,100000.0,100000.0,100000.0,100000
6,15,500,1.0,1,2.0,9.5,16.1,33
12,66,500,1.0,6,265.0,799.0,1400.4000000000005,1800
6,15,500,1.0,3,4.9,20.5,45.0,89
6,15,500,1.0,2,5.0,24.0,56.50000000000002,140
50,1225,500,0.1,9010,91046.00000000001,100000.0,100000.0,100000
50,1225,500,0.05,13489,100000.0,100000.0,100000.0,100000
12,66,500,1.0,30,277.7,926.0,1804.0000000000002,2141
25,300,500,0.75,2811,3831.6,6164.0,100000.0,100000
25,300,500,0.55,3520,4692.7,8244.5,100000.0,100000
6,15,500,1.0,8,13.5,39.5,104.10000000000002,127
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
12,66,500,1.0,5,38.300000000000004,452.0,1420.2000000000005,2119
12,66,500,1.0,110,449.90000000000003,1052.5,1774.0,2030
12,66,500,1.0,50,136.3,1352.5,1799.3,1868
12,66,500,1.0,48,84.5,962.5,1656.4,1806
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
6,15,500,1.0,1,5.7,34.0,104.30000000000004,144
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
25,300,500,0.75,4100,5017.9,6373.0,100000.0,100000
25,300,500,0.45,4116,5138.2,100000.0,100000.0,100000
50,1225,500,0.3,9369,10170.5,100000.0,100000.0,100000
6,15,500,1.0,2,10.5,31.0,63.30000000000005,111
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
50,1225,500,0.0,100000,100000.0,100000.0,100000.0,100000
50,1225,500,0.1,7561,91053.50000000001,100000.0,100000.0,100000
25,300,500,0.3,2094,4484.1,100000.0,100000.0,100000
25,300,500,0.9,3490,4574.2,5871.0,16824.70000000013,100000
25,300,500,0.7,3036,4057.7000000000003,5356.0,100000.0,100000
12,66,500,1.0,39,213.9,1119.5,1983.3000000000002,2538
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
25,300,500,0.7,4044,4215.0,5671.0,100000.0,100000
6,15,500,1.0,6,11.600000000000001,21.5,71.90000000000003,142
100,4950,500,0.0,100000,100000.0,100000.0,100000.0,100000
6,15,500,1.0,1,1.9000000000000001,7.5,31.0,40
6,15,500,1.0,1,2.8000000000000003,6.0,15.200000000000003,22
